graduate_id	risk_score	eligible_z	enrolled_d
G2018000006	20.645	0	1
G2018000007	14.516	0	0
G2018000012	21.023	0	0
G2018000018	39.154	0	0
G2018000023	32.059	0	0
G2018000024	32.554	0	0
G2018000031	38.792	0	0
G2018000038	44.578	0	0
G2018000049	8.21	0	0
G2018000065	25.506	0	0
G2018000066	35.584	0	0
G2018000077	30.703	0	0
G2018000078	0.1	0	1
G2018000081	26.429	0	0
G2018000092	59.044	0	0
G2018000093	19.192	0	0
G2018000102	25.329	0	1
G2018000103	47.292	0	0
G2018000104	6.154	0	0
G2018000106	21.369	0	1
G2018000109	16.84	0	1
G2018000111	17.785	0	1
G2018000113	34.048	0	0
G2018000117	59.986	0	0
G2018000122	25.736	0	0
G2018000138	24.1	0	0
G2018000147	4.751	0	0
G2018000148	29.65	0	0
G2018000154	18.815	0	0
G2018000156	42.092	0	1
G2018000160	28.002	0	0
G2018000162	20.624	0	0
G2018000165	38.503	0	0
G2018000170	21.924	0	0
G2018000173	26.986	0	0
G2018000175	0.1	0	0
G2018000182	20.522	0	1
G2018000183	37.302	0	1
G2018000189	39.812	0	0
G2018000190	34.439	0	0
G2018000196	45.68	0	0
G2018000197	18.31	0	0
G2018000200	19.356	0	0
G2018000213	32.102	0	1
G2018000214	21.901	0	1
G2018000222	41.742	0	1
G2018000231	20.877	0	0
G2018000235	27.499	0	0
G2018000236	38.765	0	0
G2018000238	23.856	0	0
G2018000239	21.385	0	1
G2018000262	32.926	0	0
G2018000264	29.092	0	0
G2018000265	29.16	0	1
G2018000272	50.197	0	1
G2018000284	14.616	0	0
G2018000287	16.358	0	0
G2018000301	66.576	0	1
G2018000302	38.929	0	0
G2018000303	22.218	0	0
G2018000310	28.339	0	0
G2018000311	52.542	0	0
G2018000313	46.25	0	0
G2018000314	45.418	0	0
G2018000319	37.144	0	0
G2018000322	35.147	0	0
G2018000334	13.473	0	0
G2018000344	35.666	0	0
G2018000347	34.212	0	0
G2018000363	12.569	0	0
G2018000369	40.508	0	0
G2018000376	29.609	0	0
G2018000382	13.72	0	0
G2018000388	51.498	0	0
G2018000399	15.17	0	1
G2018000400	19.991	0	0
G2018000408	25.009	0	0
G2018000410	59.905	0	0
G2018000417	42.033	0	0
G2018000419	9.017	0	1
G2018000425	49.988	0	0
G2018000428	67.489	0	0
G2018000429	52.597	0	0
G2018000440	30.436	0	0
G2018000448	50.406	0	1
G2018000466	11.832	0	0
G2018000469	37.279	0	0
G2018000471	53.886	0	0
G2018000475	55.292	0	0
G2018000476	18.141	0	0
G2018000477	24.244	0	0
G2018000487	41.486	0	0
G2018000499	38.32	0	0
G2018000504	28.824	0	0
G2018000505	14.507	0	0
G2018000517	17.385	0	1
G2018000520	10.552	0	0
G2018000525	35.617	0	1
G2018000530	50.365	0	0
G2018000540	24.865	0	0
G2018000550	8.097	0	0
G2018000569	20.351	0	0
G2018000571	13.923	0	0
G2018000574	4.958	0	0
G2018000587	12.005	0	1
G2018000588	24.331	0	0
G2018000591	51.805	0	0
G2018000596	16.636	0	0
G2018000597	51.81	0	0
G2018000602	20.059	0	1
G2018000603	54.939	0	0
G2018000607	28.83	0	0
G2018000620	11.419	0	0
G2018000624	14.889	0	1
G2018000626	31.092	0	1
G2018000632	39.242	0	0
G2018000633	35.511	0	0
G2018000634	22.65	0	0
G2018000643	40.77	0	1
G2018000649	28.955	0	0
G2018000650	17.437	0	1
G2018000652	35.455	0	1
G2018000664	26.683	0	0
G2018000671	41.174	0	1
G2018000675	27.457	0	0
G2018000696	13.633	0	0
G2018000702	21.572	0	0
G2018000703	35.224	0	0
G2018000704	7.35	0	0
G2018000708	29.785	0	0
G2018000710	31.833	0	0
G2018000712	8.195	0	0
G2018000716	37.104	0	0
G2018000719	3.38	0	0
G2018000720	9.567	0	0
G2018000723	16.697	0	1
G2018000731	41.774	0	0
G2018000732	11.279	0	1
G2018000756	29.101	0	0
G2018000757	31.12	0	0
G2018000759	17.043	0	0
G2018000762	14.71	0	0
G2018000770	33.404	0	0
G2018000777	8.594	0	0
G2018000779	18.458	0	0
G2018000792	34.406	0	1
G2018000795	48.566	0	0
G2018000802	23.468	0	0
G2018000809	14.227	0	1
G2018000810	20.875	0	1
G2018000813	15.468	0	0
G2018000817	20.572	0	1
G2018000822	25.924	0	0
G2018000827	22.619	0	0
G2018000832	58.942	0	0
G2018000838	31.851	0	0
G2018000840	50.59	0	0
G2018000845	38.834	0	0
G2018000856	26.894	0	0
G2018000862	9.503	0	0
G2018000867	45.918	0	0
G2018000881	30.383	0	0
G2018000883	27.057	0	0
G2018000892	18.616	0	1
G2018000894	23.353	0	1
G2018000907	20.476	0	0
G2018000908	38.242	0	0
G2018000910	24.581	0	0
G2018000924	50.065	0	1
G2018000926	24.647	0	0
G2018000927	67.553	0	0
G2018000936	43.732	0	1
G2018000943	0.195	0	0
G2018000944	18.306	0	0
G2018000958	54.196	0	0
G2018000963	15.074	0	1
G2018000964	28.729	0	0
G2018000970	29.967	0	0
G2018000975	33.539	0	1
G2018000977	39.873	0	0
G2018000984	24.073	0	1
G2018000992	15.619	0	0
G2018000993	46.467	0	0
G2018001003	11.828	0	0
G2018001008	23.984	0	0
G2018001011	25.723	0	0
G2018001024	23.034	0	0
G2018001034	28.258	0	0
G2018001035	44.189	0	0
G2018001036	37.826	0	1
G2018001050	42.478	0	0
G2018001055	12.643	0	1
G2018001060	7.322	0	0
G2018001061	31.043	0	0
G2018001069	25.245	0	0
G2018001073	34.348	0	1
G2018001074	46.683	0	0
G2018001084	38.143	0	0
G2018001088	49.04	0	1
G2018001094	35.431	0	0
G2018001095	47.703	0	1
G2018001109	50.693	0	1
G2018001112	15.333	0	0
G2018001132	63.154	0	0
G2018001135	23.884	0	0
G2018001141	35.491	0	0
G2018001148	25.467	0	0
G2018001150	32.872	0	1
G2018001154	40.079	0	0
G2018001159	48.408	0	1
G2018001160	35.82	0	1
G2018001161	35.861	0	0
G2018001167	21.507	0	0
G2018001173	64.656	0	0
G2018001177	24.024	0	0
G2018001186	6.708	0	0
G2018001196	21.906	0	0
G2018001198	5.828	0	0
G2018001203	11.085	0	1
G2018001207	28.179	0	1
G2018001212	31.481	0	1
G2018001214	20.334	0	0
G2018001218	10.976	0	0
G2018001220	29.474	0	0
G2018001221	40.45	0	1
G2018001222	0.809	0	0
G2018001224	41.431	0	0
G2018001228	23.823	0	0
G2018001232	12.186	0	0
G2018001237	24.371	0	0
G2018001242	11.58	0	0
G2018001243	54.541	0	1
G2018001250	21.829	0	0
G2018001251	15.491	0	0
G2018001254	38.975	0	1
G2018001258	31.909	0	0
G2018001260	11.181	0	0
G2018001261	11.41	0	0
G2018001264	7.226	0	0
G2018001268	14.799	0	0
G2018001271	1.05	0	1
G2018001281	63.167	0	0
G2018001285	53.13	0	0
G2018001291	16.964	0	0
G2018001296	31.186	0	1
G2018001303	28.672	0	1
G2018001307	19.582	0	0
G2018001314	52.68	0	0
G2018001316	22.373	0	1
G2018001320	29.1	0	0
G2018001321	33.065	0	0
G2018001322	9.756	0	1
G2018001334	58.113	0	1
G2018001336	17.594	0	0
