student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category,efc_dollars,need_index,eligible_flag,aid_received,annual_aid_amount,y1_gpa_mean,y1_credits,y2_retained,y6_completed,cumulative_gpa_final,above_cutoff,distance_from_cutoff
S201700001,2017,1,M,0,White,FL,INST_05,Urban University E (Research),research,3.39,85,1999,Undeclared,Other,16755,2.464,1,1,6836,3.21,29,1,1,3.1,0,-0.536
S201700002,2017,0,F,0,Hispanic,VA,INST_01,State University A (Research),research,3.3,91,1999,Undeclared,Other,13594,1.999,1,1,4704,3.615,30,0,0,,0,-1.001
S201700003,2017,1,M,0,AIAN,IL,INST_03,Regional College C (Teaching),teaching,3.0,68,1999,Sociology,Social Sciences,1075,0.158,1,1,4586,3.365,32,0,0,,0,-2.842
S201700004,2017,1,M,1,White,PA,INST_04,Regional College D (Teaching),teaching,3.15,46,1999,Mechanical Engineering,STEM,0,0.1,1,1,7210,3.87,30,1,1,4.0,0,-2.9
S201700005,2017,1,M,0,White,TX,INST_04,Regional College D (Teaching),teaching,2.5,49,1999,Electrical Engineering,STEM,0,0.1,1,1,4864,3.37,28,0,0,,0,-2.9
S201700006,2017,0,M,0,Asian,NY,INST_01,State University A (Research),research,3.95,47,1999,Nursing,Health,11205,1.648,1,1,5775,3.535,31,0,0,,0,-1.352
S201700007,2017,0,M,1,White,FL,INST_01,State University A (Research),research,4.0,76,1999,Computer Science,STEM,7672,1.128,1,1,6543,3.08,34,1,0,,0,-1.872
S201700008,2017,0,F,1,White,GA,INST_04,Regional College D (Teaching),teaching,3.62,23,1999,Education,Other,1306,0.192,1,0,0,3.33,28,0,0,,0,-2.808
S201700009,2017,1,F,1,Hispanic,IL,INST_05,Urban University E (Research),research,3.13,24,1999,Mathematics,STEM,11075,1.629,1,1,3877,3.82,28,1,1,3.75,0,-1.371
S201700010,2017,1,M,0,White,MI,INST_03,Regional College C (Teaching),teaching,2.33,72,1999,Kinesiology,Health,10010,1.472,1,1,4786,3.75,31,0,0,,0,-1.528
S201700011,2017,1,F,0,Hispanic,FL,INST_03,Regional College C (Teaching),teaching,3.18,79,1999,Pre-Med,Health,4678,0.688,1,1,6053,3.69,30,0,0,,0,-2.312
S201700012,2017,1,F,0,White,TX,INST_03,Regional College C (Teaching),teaching,3.88,49,1999,Marketing,Business,8893,1.308,1,0,0,3.41,34,1,0,,0,-1.692
S201700013,2017,0,F,0,Unknown,IL,INST_05,Urban University E (Research),research,3.39,45,1999,Civil Engineering,STEM,3032,0.446,1,0,0,3.23,29,0,0,,0,-2.554
S201700014,2017,1,F,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,3.49,34,1999,Undeclared,Other,9262,1.362,1,1,9207,3.42,33,1,1,3.38,0,-1.638
S201700015,2017,0,F,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.54,44,1999,Anthropology,Social Sciences,3292,0.484,1,1,6776,3.6,31,1,1,3.92,0,-2.516
S201700016,2017,0,F,1,Hispanic,FL,INST_03,Regional College C (Teaching),teaching,2.64,78,1999,Finance,Business,14857,2.185,1,1,2895,3.58,28,0,0,,0,-0.815
S201700017,2017,0,F,1,Hispanic,VA,INST_04,Regional College D (Teaching),teaching,2.8,69,1999,Marketing,Business,0,0.1,1,1,6748,3.6550000000000002,31,1,0,,0,-2.9
S201700018,2017,0,F,1,Hispanic,FL,INST_05,Urban University E (Research),research,2.97,39,1999,Education,Other,15546,2.286,1,1,3931,3.92,32,1,0,,0,-0.714
S201700019,2017,1,M,1,Black,NY,INST_05,Urban University E (Research),research,2.17,45,1999,Mathematics,STEM,0,0.1,1,1,6842,3.955,30,1,0,,0,-2.9
S201700020,2017,1,M,1,Hispanic,NJ,INST_01,State University A (Research),research,3.9,55,1999,Economics,Social Sciences,6202,0.912,1,1,4951,3.76,30,0,0,,0,-2.088
S201700021,2017,0,M,0,White,NJ,INST_02,State University B (Research),research,2.98,39,1999,Biomedical Engineering,STEM,10506,1.545,1,1,3608,3.045,29,1,1,3.02,0,-1.455
S201700022,2017,1,F,1,Hispanic,VA,INST_04,Regional College D (Teaching),teaching,4.0,48,1999,General Studies,Other,7410,1.09,1,1,3478,3.425,28,1,0,,0,-1.91
S201700023,2017,1,M,0,Black,VA,INST_03,Regional College C (Teaching),teaching,2.52,40,1999,Management,Business,4680,0.688,1,1,4063,3.575,30,0,0,,0,-2.312
S201700024,2017,0,F,0,Multi,MI,INST_01,State University A (Research),research,2.84,36,1999,Nursing,Health,9359,1.376,1,1,5661,3.24,31,0,0,,0,-1.624
S201700025,2017,1,F,0,White,GA,INST_05,Urban University E (Research),research,3.76,48,1999,Physics,STEM,14721,2.165,1,1,6007,4.0,32,1,0,,0,-0.835
S201700026,2017,0,F,0,Unknown,NY,INST_04,Regional College D (Teaching),teaching,2.75,33,1998,Nursing,Health,12117,1.782,1,0,0,2.685,28,0,0,,0,-1.218
S201700027,2017,0,F,0,Hispanic,TX,INST_04,Regional College D (Teaching),teaching,3.4,40,1999,Biology,STEM,1341,0.197,1,1,4170,3.395,29,0,0,,0,-2.803
S201700028,2017,1,M,0,Asian,TX,INST_05,Urban University E (Research),research,3.52,59,1999,Communications,Other,7460,1.097,1,0,0,3.075,29,0,0,,0,-1.903
S201700029,2017,0,M,0,Black,NY,INST_01,State University A (Research),research,3.64,67,1998,Biology,STEM,18402,2.706,1,1,6789,3.7350000000000003,27,1,1,4.0,0,-0.294
S201700030,2017,0,M,1,White,OH,INST_05,Urban University E (Research),research,3.4,35,1999,Sociology,Social Sciences,6457,0.95,1,0,0,2.9,31,1,1,3.14,0,-2.05
S201700031,2017,0,M,1,White,FL,INST_05,Urban University E (Research),research,2.68,62,1999,Sociology,Social Sciences,6258,0.92,1,1,6281,3.875,24,0,0,,0,-2.08
S201700032,2017,0,F,0,Multi,NY,INST_03,Regional College C (Teaching),teaching,3.68,99,1999,Management,Business,13986,2.057,1,1,9365,3.63,31,1,1,3.38,0,-0.943
S201700033,2017,0,F,1,Asian,TX,INST_02,State University B (Research),research,3.56,75,1999,Marketing,Business,4495,0.661,1,1,7212,3.4050000000000002,31,1,1,2.94,0,-2.339
S201700034,2017,1,M,0,White,PA,INST_03,Regional College C (Teaching),teaching,3.15,42,1999,English,Humanities,23001,3.382,0,0,0,3.265,31,0,0,,1,0.382
S201700035,2017,1,M,1,Asian,MI,INST_02,State University B (Research),research,2.53,34,1999,Management,Business,0,0.1,1,1,5525,3.865,24,1,0,,0,-2.9
S201700036,2017,0,M,0,Black,IL,INST_01,State University A (Research),research,2.99,29,1999,Spanish,Humanities,14058,2.067,1,1,6481,3.14,30,1,1,3.19,0,-0.933
S201700037,2017,1,F,1,White,NJ,INST_02,State University B (Research),research,3.42,86,1999,Spanish,Humanities,2182,0.321,1,0,0,3.325,31,1,1,3.09,0,-2.679
