student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category,efc_dollars,need_index,eligible_flag,aid_received,annual_aid_amount,y1_gpa_mean,y1_credits,y2_retained,y6_completed,cumulative_gpa_final,above_cutoff,distance_from_cutoff
S201600001,2016,1,M,1,White,NY,INST_05,Urban University E (Research),research,2.61,40,1998,Political Science,Social Sciences,10484,1.542,1,0,0,2.66,29,0,0,,0,-1.458
S201600002,2016,1,M,0,White,NC,INST_01,State University A (Research),research,3.37,59,1998,Finance,Business,5567,0.819,1,0,0,2.5700000000000003,33,1,1,2.46,0,-2.181
S201600003,2016,0,F,0,White,FL,INST_03,Regional College C (Teaching),teaching,3.01,48,1998,Economics-Bus,Business,16053,2.361,1,0,0,2.56,31,1,1,2.92,0,-0.639
S201600004,2016,0,F,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.47,38,1998,Mathematics,STEM,3003,0.442,1,1,6521,4.0,33,1,0,,0,-2.558
S201600005,2016,1,M,0,Hispanic,PA,INST_03,Regional College C (Teaching),teaching,3.2,27,1998,Kinesiology,Health,14586,2.145,1,1,2986,3.91,31,1,0,,0,-0.855
S201600006,2016,1,M,0,Asian,FL,INST_01,State University A (Research),research,2.63,71,1998,Nursing,Health,12188,1.792,1,1,4402,3.5,28,1,1,3.82,0,-1.208
S201600007,2016,1,F,0,White,IL,INST_02,State University B (Research),research,3.91,85,1998,Nursing,Health,412,0.1,1,1,3501,3.455,31,1,1,3.36,0,-2.9
S201600008,2016,1,F,0,Black,FL,INST_03,Regional College C (Teaching),teaching,3.46,49,1998,Mathematics,STEM,0,0.1,1,1,6337,2.99,27,1,0,,0,-2.9
S201600009,2016,0,F,0,White,NJ,INST_03,Regional College C (Teaching),teaching,2.67,60,1998,Public Health,Health,1473,0.217,1,1,6187,3.455,31,0,0,,0,-2.783
S201600010,2016,0,F,1,Hispanic,NJ,INST_05,Urban University E (Research),research,3.5,30,1998,Sociology,Social Sciences,0,0.1,1,0,0,3.545,34,0,0,,0,-2.9
S201600011,2016,0,F,1,Asian,NJ,INST_05,Urban University E (Research),research,3.9,49,1998,Nursing,Health,2592,0.381,1,0,0,3.69,25,1,0,,0,-2.619
S201600012,2016,0,M,1,Black,NY,INST_04,Regional College D (Teaching),teaching,3.42,39,1998,Civil Engineering,STEM,12276,1.805,1,0,0,3.77,30,0,0,,0,-1.195
S201600013,2016,1,F,0,Hispanic,PA,INST_03,Regional College C (Teaching),teaching,3.18,53,1998,Pre-Med,Health,0,0.1,1,0,0,3.265,30,0,0,,0,-2.9
S201600014,2016,0,M,1,White,VA,INST_02,State University B (Research),research,2.84,62,1998,History,Humanities,44,0.1,1,1,4870,3.34,32,0,0,,0,-2.9
S201600015,2016,0,M,0,Asian,MI,INST_03,Regional College C (Teaching),teaching,2.22,53,1998,Communications,Other,7317,1.076,1,1,8326,3.2199999999999998,28,1,1,2.99,0,-1.924
S201600016,2016,0,F,1,White,PA,INST_02,State University B (Research),research,2.97,66,1997,Economics-Bus,Business,16003,2.353,1,1,5538,3.1500000000000004,30,0,0,,0,-0.647
S201600017,2016,0,F,0,Hispanic,OH,INST_03,Regional College C (Teaching),teaching,3.27,64,1998,Chemistry,STEM,12405,1.824,1,1,6212,3.44,31,1,0,,0,-1.176
S201600018,2016,1,F,0,White,NY,INST_02,State University B (Research),research,2.65,68,1998,Statistics,STEM,10852,1.596,1,1,2870,3.645,28,1,1,3.9,0,-1.404
S201600019,2016,1,M,0,White,PA,INST_04,Regional College D (Teaching),teaching,3.6,71,1998,Mechanical Engineering,STEM,22488,3.307,0,0,0,2.9299999999999997,30,0,0,,1,0.307
S201600020,2016,0,M,0,White,GA,INST_03,Regional College C (Teaching),teaching,3.86,60,1998,Chemistry,STEM,10944,1.609,1,1,7054,3.785,31,1,1,4.0,0,-1.391
S201600021,2016,0,M,1,White,GA,INST_04,Regional College D (Teaching),teaching,2.53,24,1998,Political Science,Social Sciences,25666,3.774,0,0,0,3.3899999999999997,28,0,0,,1,0.774
S201600022,2016,1,F,0,White,PA,INST_03,Regional College C (Teaching),teaching,4.0,49,1998,Accounting,Business,0,0.1,1,1,7891,3.865,32,1,0,,0,-2.9
S201600023,2016,1,M,0,White,OH,INST_04,Regional College D (Teaching),teaching,3.42,68,1998,Mechanical Engineering,STEM,5301,0.78,1,0,0,2.59,26,1,1,2.57,0,-2.22
S201600024,2016,0,F,0,White,TX,INST_05,Urban University E (Research),research,3.46,52,1998,Communications,Other,21163,3.112,0,0,0,3.4050000000000002,29,0,0,,1,0.112
S201600025,2016,0,F,0,Black,IL,INST_04,Regional College D (Teaching),teaching,3.94,35,1998,History,Humanities,9836,1.446,1,1,3961,3.4850000000000003,30,0,0,,0,-1.554
S201600026,2016,0,M,0,Asian,NJ,INST_02,State University B (Research),research,3.38,62,1998,Kinesiology,Health,14399,2.118,1,1,7902,3.4050000000000002,32,1,0,,0,-0.882
S201600027,2016,0,F,1,Black,NY,INST_02,State University B (Research),research,4.0,44,1998,Biology,STEM,18641,2.741,1,1,5585,2.96,31,1,0,,0,-0.259
S201600028,2016,0,M,0,White,MI,INST_04,Regional College D (Teaching),teaching,3.83,55,1998,Pre-Med,Health,11975,1.761,1,1,5838,3.355,31,0,0,,0,-1.239
S201600029,2016,1,M,1,Asian,NY,INST_04,Regional College D (Teaching),teaching,3.51,30,1998,Mathematics,STEM,12961,1.906,1,1,6462,3.675,32,0,0,,0,-1.094
S201600030,2016,1,M,0,White,GA,INST_02,State University B (Research),research,3.53,55,1998,Management,Business,4637,0.682,1,0,0,3.7,31,1,0,,0,-2.318
S201600031,2016,0,F,1,White,PA,INST_05,Urban University E (Research),research,2.43,29,1998,Communications,Other,4204,0.618,1,1,5142,2.95,28,1,1,2.96,0,-2.382
S201600032,2016,1,M,0,Hispanic,CA,INST_05,Urban University E (Research),research,3.18,64,1998,General Studies,Other,0,0.1,1,0,0,3.685,29,1,1,4.0,0,-2.9
S201600033,2016,0,M,1,White,FL,INST_01,State University A (Research),research,3.08,99,1998,Mathematics,STEM,11085,1.63,1,0,0,3.99,27,0,0,,0,-1.37
S201600034,2016,0,M,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.75,68,1998,Biomedical Engineering,STEM,24653,3.625,0,0,0,3.105,31,1,0,,1,0.625
S201600035,2016,0,F,0,White,FL,INST_03,Regional College C (Teaching),teaching,2.8,76,1998,Management,Business,13978,2.056,1,1,3670,3.8449999999999998,24,1,0,,0,-0.944
S201600036,2016,0,F,0,White,IL,INST_01,State University A (Research),research,3.68,85,1998,Public Health,Health,24161,3.553,0,0,0,4.0,28,1,1,4.0,1,0.553
S201600037,2016,0,M,0,Black,VA,INST_01,State University A (Research),research,3.79,59,1998,Management,Business,16815,2.473,1,1,5457,3.48,28,1,0,,0,-0.527
S201600038,2016,0,M,0,Black,GA,INST_03,Regional College C (Teaching),teaching,3.92,47,1998,History,Humanities,19645,2.889,1,1,10498,3.375,28,1,0,,0,-0.111
S201600039,2016,0,M,1,Unknown,NY,INST_05,Urban University E (Research),research,2.79,60,1998,Statistics,STEM,6400,0.941,1,1,5246,3.215,32,0,0,,0,-2.059
S201600040,2016,0,F,1,White,IL,INST_03,Regional College C (Teaching),teaching,3.28,75,1998,Economics,Social Sciences,11039,1.623,1,1,8072,3.39,32,1,1,3.68,0,-1.377
S201600041,2016,1,M,1,White,PA,INST_05,Urban University E (Research),research,3.01,48,1998,Economics-Bus,Business,6997,1.029,1,0,0,2.94,33,1,1,3.04,0,-1.971
S201600042,2016,0,F,0,Black,NC,INST_01,State University A (Research),research,2.91,35,1998,Economics-Bus,Business,19065,2.804,1,0,0,2.77,31,1,0,,0,-0.196
S201600043,2016,0,F,0,Asian,OH,INST_05,Urban University E (Research),research,3.5,62,1998,Accounting,Business,2402,0.353,1,1,5879,2.895,28,1,0,,0,-2.647
S201600044,2016,1,M,1,White,CA,INST_04,Regional College D (Teaching),teaching,2.81,22,1998,General Studies,Other,12768,1.878,1,1,5682,4.0,29,1,0,,0,-1.122
S201600045,2016,0,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,3.59,34,1998,Economics,Social Sciences,7850,1.154,1,1,5830,3.275,27,0,0,,0,-1.846
S201600046,2016,1,F,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.91,31,1998,Political Science,Social Sciences,12931,1.902,1,1,7032,3.955,31,1,0,,0,-1.098
S201600047,2016,0,F,1,White,PA,INST_04,Regional College D (Teaching),teaching,4.0,70,1998,Undeclared,Other,8876,1.305,1,1,5401,3.965,30,1,1,4.0,0,-1.695
S201600048,2016,0,F,1,White,NJ,INST_03,Regional College C (Teaching),teaching,3.54,56,1998,Computer Science,STEM,10525,1.548,1,1,7166,3.39,27,1,0,,0,-1.452
S201600049,2016,1,F,1,White,GA,INST_03,Regional College C (Teaching),teaching,3.9,29,1997,Psychology,Social Sciences,9201,1.353,1,0,0,3.49,28,1,1,4.0,0,-1.647
S201600050,2016,1,F,0,Black,NC,INST_02,State University B (Research),research,2.91,37,1998,Electrical Engineering,STEM,5496,0.808,1,1,4710,3.58,32,0,0,,0,-2.192
S201600051,2016,0,M,0,Hispanic,PA,INST_04,Regional College D (Teaching),teaching,3.7,70,1998,English,Humanities,9090,1.337,1,1,6008,3.71,30,1,0,,0,-1.663
S201600052,2016,0,F,1,Black,NY,INST_01,State University A (Research),research,3.35,69,1998,Education,Other,5028,0.739,1,0,0,2.98,32,1,1,2.77,0,-2.261
S201600053,2016,1,F,0,White,NY,INST_05,Urban University E (Research),research,3.07,31,1998,Finance,Business,7367,1.083,1,1,6477,3.0,30,0,0,,0,-1.917
S201600054,2016,1,F,0,White,NY,INST_01,State University A (Research),research,3.31,71,1998,Physics,STEM,0,0.1,1,1,5060,3.5700000000000003,31,0,0,,0,-2.9
S201600055,2016,0,M,1,Hispanic,PA,INST_01,State University A (Research),research,2.79,89,1998,Public Health,Health,10232,1.505,1,0,0,3.355,31,1,1,3.32,0,-1.495
S201600056,2016,1,F,0,Hispanic,NC,INST_05,Urban University E (Research),research,3.16,43,1998,Economics,Social Sciences,915,0.135,1,1,4965,3.4400000000000004,28,1,1,3.4,0,-2.865
S201600057,2016,0,M,0,Asian,NC,INST_02,State University B (Research),research,2.71,46,1998,Political Science,Social Sciences,10938,1.609,1,1,5564,3.515,28,1,0,,0,-1.391
S201600058,2016,1,F,0,White,MI,INST_02,State University B (Research),research,3.37,63,1998,Computer Science,STEM,0,0.1,1,0,0,3.16,31,1,1,3.46,0,-2.9
S201600059,2016,1,M,0,Asian,IL,INST_04,Regional College D (Teaching),teaching,3.54,66,1998,Anthropology,Social Sciences,4059,0.597,1,0,0,2.94,31,0,0,,0,-2.403
S201600060,2016,0,M,0,White,TX,INST_02,State University B (Research),research,2.88,54,1998,Public Health,Health,9435,1.388,1,1,5216,3.23,33,0,0,,0,-1.612
S201600061,2016,0,F,1,White,PA,INST_01,State University A (Research),research,2.45,45,1998,Mechanical Engineering,STEM,13197,1.941,1,1,5150,3.66,30,0,0,,0,-1.059
S201600062,2016,1,F,1,Black,PA,INST_05,Urban University E (Research),research,3.07,44,1998,Marketing,Business,4524,0.665,1,1,6049,3.88,30,1,0,,0,-2.335
S201600063,2016,0,F,0,White,CA,INST_03,Regional College C (Teaching),teaching,3.13,81,1998,Pre-Med,Health,2793,0.411,1,1,4158,4.0,27,1,0,,0,-2.589
S201600064,2016,0,F,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,2.76,65,1998,Mathematics,STEM,9570,1.407,1,0,0,2.73,31,1,0,,0,-1.593
S201600065,2016,0,F,0,Asian,MI,INST_01,State University A (Research),research,3.3,43,1998,Management,Business,15904,2.339,1,0,0,2.4050000000000002,32,1,1,2.9,0,-0.661
S201600066,2016,1,M,0,Black,NC,INST_05,Urban University E (Research),research,2.59,29,1998,Computer Science,STEM,7990,1.175,1,1,7394,3.1799999999999997,31,1,1,3.21,0,-1.825
S201600067,2016,1,F,0,Hispanic,IL,INST_04,Regional College D (Teaching),teaching,3.33,77,1998,Computer Science,STEM,16921,2.488,1,1,4312,3.62,28,1,1,3.73,0,-0.512
S201600068,2016,0,F,0,White,GA,INST_05,Urban University E (Research),research,2.96,56,1998,Computer Science,STEM,1207,0.178,1,1,2994,3.3499999999999996,30,1,1,3.48,0,-2.822
S201600069,2016,1,M,0,Asian,NC,INST_02,State University B (Research),research,3.33,32,1998,Pre-Med,Health,8571,1.26,1,1,5901,3.4,32,1,1,3.82,0,-1.74
S201600070,2016,1,M,0,White,NJ,INST_05,Urban University E (Research),research,4.0,23,1998,Economics-Bus,Business,10674,1.57,1,1,4784,3.365,28,1,1,3.73,0,-1.43
S201600071,2016,1,F,0,White,CA,INST_05,Urban University E (Research),research,2.78,33,1998,Pre-Med,Health,11229,1.651,1,1,4913,3.42,31,0,0,,0,-1.349
S201600072,2016,0,F,1,Black,NY,INST_05,Urban University E (Research),research,1.8,72,1998,Anthropology,Social Sciences,11857,1.744,1,0,0,1.995,30,0,0,,0,-1.256
S201600073,2016,0,F,0,White,TX,INST_03,Regional College C (Teaching),teaching,3.29,58,1998,Nursing,Health,21160,3.112,0,0,0,3.66,28,1,1,3.58,1,0.112
S201600074,2016,1,F,0,AIAN,MI,INST_05,Urban University E (Research),research,2.74,87,1998,Computer Science,STEM,2191,0.322,1,1,7469,3.565,28,1,1,4.0,0,-2.678
S201600075,2016,0,M,0,Hispanic,NC,INST_02,State University B (Research),research,2.91,26,1998,History,Humanities,13498,1.985,1,1,8726,3.06,28,0,0,,0,-1.015
S201600076,2016,0,M,0,Hispanic,TX,INST_05,Urban University E (Research),research,3.21,37,1998,Computer Science,STEM,13489,1.984,1,1,6791,3.165,30,1,0,,0,-1.016
S201600077,2016,1,M,1,Black,NC,INST_04,Regional College D (Teaching),teaching,2.48,65,1998,Pre-Med,Health,3118,0.459,1,1,7279,3.02,27,1,1,2.97,0,-2.541
S201600078,2016,1,F,1,White,CA,INST_05,Urban University E (Research),research,3.58,79,1998,Spanish,Humanities,3294,0.484,1,1,7289,3.935,32,1,1,4.0,0,-2.516
S201600079,2016,1,M,1,Black,OH,INST_01,State University A (Research),research,3.21,44,1998,Pre-Med,Health,23375,3.438,0,0,0,3.455,30,0,0,,1,0.438
S201600080,2016,0,F,0,Hispanic,GA,INST_02,State University B (Research),research,2.64,81,1998,Civil Engineering,STEM,11688,1.719,1,0,0,3.0300000000000002,30,1,1,2.91,0,-1.281
S201600081,2016,0,M,0,White,OH,INST_03,Regional College C (Teaching),teaching,3.59,26,1998,Psychology,Social Sciences,8917,1.311,1,1,6070,3.11,28,0,0,,0,-1.689
S201600082,2016,0,F,0,Asian,VA,INST_02,State University B (Research),research,3.38,90,1998,Marketing,Business,8404,1.236,1,0,0,2.86,33,0,0,,0,-1.764
S201600083,2016,1,M,0,White,VA,INST_02,State University B (Research),research,3.56,80,1998,Electrical Engineering,STEM,5394,0.793,1,1,6259,3.995,30,0,0,,0,-2.207
S201600084,2016,0,M,0,White,MI,INST_05,Urban University E (Research),research,3.76,46,1998,Nursing,Health,22683,3.336,0,0,0,3.77,27,1,0,,1,0.336
S201600085,2016,0,M,0,NHPI,VA,INST_01,State University A (Research),research,3.36,30,1998,Statistics,STEM,11704,1.721,1,1,8101,2.67,32,0,0,,0,-1.279
S201600086,2016,1,M,0,Asian,MI,INST_04,Regional College D (Teaching),teaching,2.66,49,1998,Accounting,Business,14635,2.152,1,1,5760,3.67,30,0,0,,0,-0.848
S201600087,2016,0,F,0,Hispanic,PA,INST_05,Urban University E (Research),research,3.16,81,1998,Psychology,Social Sciences,6399,0.941,1,1,4626,3.0599999999999996,34,1,1,2.79,0,-2.059
S201600088,2016,1,M,0,Black,OH,INST_01,State University A (Research),research,3.39,69,1998,Finance,Business,567,0.1,1,1,5845,3.895,28,0,0,,0,-2.9
S201600089,2016,1,F,0,White,VA,INST_02,State University B (Research),research,3.26,64,1998,Political Science,Social Sciences,9265,1.362,1,1,7643,3.63,24,0,0,,0,-1.638
S201600090,2016,0,M,1,Black,NC,INST_01,State University A (Research),research,2.69,67,1998,Philosophy,Humanities,10161,1.494,1,0,0,3.205,30,1,1,3.69,0,-1.506
S201600091,2016,1,F,1,Hispanic,IL,INST_01,State University A (Research),research,3.41,61,1998,Mathematics,STEM,8326,1.224,1,0,0,3.6100000000000003,32,0,0,,0,-1.776
S201600092,2016,0,NB,0,White,PA,INST_05,Urban University E (Research),research,2.83,82,1998,Communications,Other,1820,0.268,1,0,0,2.835,31,1,1,3.14,0,-2.732
S201600093,2016,0,F,1,White,NC,INST_03,Regional College C (Teaching),teaching,3.31,46,1998,Public Health,Health,13627,2.004,1,1,7149,3.825,29,1,0,,0,-0.996
S201600094,2016,0,F,0,Asian,PA,INST_04,Regional College D (Teaching),teaching,2.33,78,1998,Mechanical Engineering,STEM,2957,0.435,1,1,6599,3.965,29,1,1,4.0,0,-2.565
S201600095,2016,0,F,0,White,NY,INST_04,Regional College D (Teaching),teaching,3.39,67,1998,Economics,Social Sciences,16532,2.431,1,1,5846,3.285,31,0,0,,0,-0.569
S201600096,2016,0,M,0,White,OH,INST_04,Regional College D (Teaching),teaching,2.65,37,1998,Finance,Business,10058,1.479,1,1,8059,3.27,27,1,1,3.44,0,-1.521
S201600097,2016,0,M,0,White,NY,INST_05,Urban University E (Research),research,2.89,65,1998,Statistics,STEM,21202,3.118,0,1,4192,2.92,28,1,0,,1,0.118
S201600098,2016,1,F,0,Black,FL,INST_05,Urban University E (Research),research,2.66,53,1998,Undeclared,Other,17961,2.641,1,1,3662,3.31,28,1,0,,0,-0.359
S201600099,2016,0,M,0,Black,NJ,INST_05,Urban University E (Research),research,3.11,26,1998,Accounting,Business,11441,1.682,1,0,0,3.4850000000000003,28,1,0,,0,-1.318
S201600100,2016,1,M,0,Black,OH,INST_03,Regional College C (Teaching),teaching,3.63,79,1998,Political Science,Social Sciences,3156,0.464,1,1,5223,3.585,28,1,1,3.79,0,-2.536
S201600101,2016,0,F,0,Hispanic,IL,INST_03,Regional College C (Teaching),teaching,2.84,77,1997,Electrical Engineering,STEM,10424,1.533,1,0,0,3.7199999999999998,31,1,1,4.0,0,-1.467
S201600102,2016,0,M,0,White,NC,INST_04,Regional College D (Teaching),teaching,3.62,81,1998,Computer Science,STEM,9844,1.448,1,1,4174,3.54,34,0,0,,0,-1.552
S201600103,2016,0,M,0,White,NC,INST_01,State University A (Research),research,3.97,64,1998,Biology,STEM,21460,3.156,0,0,0,3.215,29,1,1,3.38,1,0.156
S201600104,2016,0,F,0,White,OH,INST_05,Urban University E (Research),research,2.35,66,1998,Pre-Med,Health,7593,1.117,1,1,4601,3.1550000000000002,28,0,0,,0,-1.883
S201600105,2016,1,M,0,White,CA,INST_04,Regional College D (Teaching),teaching,3.49,58,1998,Communications,Other,1607,0.236,1,0,0,3.63,27,1,0,,0,-2.764
S201600106,2016,1,M,0,White,FL,INST_03,Regional College C (Teaching),teaching,2.87,33,1998,Finance,Business,6819,1.003,1,0,0,2.8200000000000003,32,1,0,,0,-1.997
S201600107,2016,0,NB,0,White,TX,INST_05,Urban University E (Research),research,3.88,38,1998,Education,Other,26363,3.877,0,0,0,3.2350000000000003,27,1,1,3.02,1,0.877
S201600108,2016,1,F,0,White,GA,INST_05,Urban University E (Research),research,3.24,63,1998,Chemistry,STEM,5023,0.739,1,1,7269,3.51,31,1,0,,0,-2.261
S201600109,2016,0,F,0,Black,MI,INST_04,Regional College D (Teaching),teaching,3.11,35,1998,Mechanical Engineering,STEM,12981,1.909,1,0,0,3.58,29,0,0,,0,-1.091
S201600110,2016,0,F,0,Black,TX,INST_02,State University B (Research),research,3.83,46,1998,Communications,Other,7587,1.116,1,1,5519,3.415,31,0,0,,0,-1.884
S201600111,2016,0,M,1,White,NY,INST_01,State University A (Research),research,4.0,75,1998,Accounting,Business,5265,0.774,1,1,5305,3.33,31,1,0,,0,-2.226
S201600112,2016,0,F,0,Hispanic,FL,INST_04,Regional College D (Teaching),teaching,3.51,77,1998,Psychology,Social Sciences,11527,1.695,1,1,5040,3.94,30,1,1,4.0,0,-1.305
S201600113,2016,0,F,0,Hispanic,GA,INST_03,Regional College C (Teaching),teaching,3.57,74,1998,Philosophy,Humanities,12265,1.804,1,1,5425,3.5,30,1,0,,0,-1.196
S201600114,2016,1,F,0,White,MI,INST_02,State University B (Research),research,2.55,48,1998,Mechanical Engineering,STEM,1161,0.171,1,1,4530,2.94,31,1,0,,0,-2.829
S201600115,2016,0,M,1,Black,NY,INST_02,State University B (Research),research,3.15,47,1998,Mechanical Engineering,STEM,11651,1.713,1,0,0,2.9850000000000003,28,1,1,3.52,0,-1.287
S201600116,2016,0,F,0,Hispanic,NC,INST_03,Regional College C (Teaching),teaching,3.84,53,1998,Economics-Bus,Business,13450,1.978,1,0,0,3.105,31,0,0,,0,-1.022
S201600117,2016,0,F,0,Black,CA,INST_01,State University A (Research),research,2.64,67,1998,Political Science,Social Sciences,7365,1.083,1,0,0,2.94,31,0,0,,0,-1.917
