path,sha256,size_bytes,registered_at,tag
models/stage1_risk/stacked/meta_learner.pkl,366b86746a8c7c275e1424c069d8e913fa6611b42393de2333db8257f64e1c48,118,2024-08-01T01:27:29,prod
models/stage1_risk/logistic/logreg_elastic.pkl,029f2e961fc99584a766d50802a1530163ee2d3a0a820e00b4637a03afc09ba3,118,2024-07-26T21:44:41,prod
models/stage1_risk/logistic/coef_matrix.npy,ad378e2570c606d975dfe4bf7fdbd81e47331649fdcae9b690a836bb5ae57e06,248,2024-08-02T12:19:17,candidate
models/stage1_risk/logistic/logreg_l2.pkl,933a29aec332556f19d437e05d7012079a6bb7203fd1a9a2fd1c59782a8e91f5,113,2024-08-09T17:25:55,candidate
models/stage1_risk/logistic/logreg_l1.pkl,bf9fd5e3282417142a59b3782b702d3f6ecc2033f624b06de405f3e8945f5e80,113,2024-07-31T12:53:21,archived
models/stage1_risk/gbm/gbm_fold2.pkl,0b9b206f6c46a2a9e33d3d876fa9a83fccbc924303a4587ebab5b7db67d51383,79,2024-07-21T16:07:23,archived
models/stage1_risk/gbm/gbm_fold1.pkl,b65e96b6c61c17fadee104cb2c39872431ffbc38a5db1ef19934d699e67bdd2f,79,2024-08-14T11:20:20,prod
models/stage1_risk/gbm/gbm_fold4.pkl,6df33e635bece314e1b1da761d96e04908629a748ba8751526e71037f15256d0,79,2024-08-03T10:47:28,staging
models/stage1_risk/gbm/gbm_fold5.pkl,605b6cb91daa689bd3ba27ff18738082092270eff24a8dd193e093d4e2ffcdf6,79,2024-07-23T19:17:28,prod
models/stage1_risk/gbm/gbm_fold3.pkl,41be7cb0524f8bffd565cee8260a4a76e82606086589af424d613c2fe8851496,79,2024-07-19T17:45:31,archived
models/stage1_risk/calibration/isotonic_A0_knots.npy,d4af9584fb9fab3c30b6b3fe967b1653edb14f7acc43f14d1cb0599b5fd7236b,272,2024-07-12T00:46:50,prod
models/stage1_risk/calibration/isotonic_pooled_knots.npy,e599ef92a993ac79fe4123f7ed93334042ff7e1e8bd0ce77b52451dbf78c3cc6,304,2024-07-17T19:36:30,archived
models/stage1_risk/calibration/isotonic_A1_knots.npy,c6a2acd5e759aa0202108cdcf339c623c68a48f607608dfa64063d5ced84e61c,272,2024-07-24T07:40:28,prod
models/stage3_policy/tree_d4/tree_depth2_lambda_grid.pkl,c11ff239e8bb915ceecf8d2c69e7c2d9673c64f7b33f435b4ff936399ed852e3,100,2024-07-25T18:23:13,prod
models/stage3_policy/tree_d4/tree_depth5_lambda_grid.pkl,6711b5cd82c3fe82a61c8c7f466e60f0c2740b402e9b2ab205d2847e97f6719c,100,2024-08-09T14:47:47,prod
models/stage3_policy/tree_d4/tree_depth4_lambda_grid.pkl,54915042cb19867d53793ef6f1b8a140be03975f7a4737ab7da8054e04d1b954,100,2024-08-03T14:54:42,candidate
models/stage3_policy/tree_d4/tree_depth3_lambda_grid.pkl,d16fa885aabf2683a38e796ebdcee58a538104bc387a3a0e527fb3be04df9fde,100,2024-08-03T16:36:28,candidate
models/stage3_policy/linear/halfspace_w.npy,4d6ff48d71b4dc7b52693387824d281db517c371ca8dd662700ad7eb242596fe,248,2024-08-03T16:24:21,candidate
models/stage3_policy/hyperrect/box_bounds.npy,9623bf38d097c577bb5613d74f472480b912cf0ad6545cab9008b70f3c950e7f,368,2024-07-18T08:51:56,staging
models/checkpoints/epoch_001/state.pkl,a9301b20258f8e9736a329eb6062cb192c77de9bea91c0d4d7daa334c66bad7b,61,2024-08-04T03:14:19,archived
models/checkpoints/epoch_100/state.pkl,d77729e4292cff8140e44f8bae64bd6a259b05d06b70045ff3c80fd547780171,61,2024-08-15T11:31:53,candidate
models/checkpoints/epoch_050/state.pkl,e49e86ea460a2cdfc720881f300e5bd29f6bfdd4cabb7992c1ba7127c36056f2,61,2024-08-04T16:37:33,candidate
models/checkpoints/epoch_final/state.pkl,53aae7b16fff59a4043a771ed0ea4dc2b2982a18d0305f63f5da54a84978cec3,67,2024-07-20T07:31:52,staging
models/stage2_cate/forest_phq9/trees_batch_01.pkl,a776005c2a4e214145c9f41d306e92d1948910d0140353866c3a64f45e0092f0,83,2024-08-09T03:41:45,candidate
models/stage2_cate/forest_phq9/trees_batch_02.pkl,0e83f4db6d079554b5439e54a684cc778165c9b66a58bc9645c12fbdf635ebbd,83,2024-08-04T00:06:24,archived
models/stage2_cate/forest_phq9/trees_batch_05.pkl,e1134ccad8b506c3b2ae3e1330bc8f4525eada353ae0c30f4c3c89477384c834,83,2024-07-21T12:33:15,archived
models/stage2_cate/forest_phq9/trees_batch_03.pkl,1dfe7de11bc82a9a82a8b1e35b0b15bf5424532f5e3c4c448bb840b27f16d48b,83,2024-07-31T11:44:38,candidate
models/stage2_cate/forest_phq9/trees_batch_08.pkl,3ab4bbe31b2b5277e794ae9708be4eae1872aae22c51cdbc2280ecbf80f2827f,83,2024-08-05T20:36:18,archived
models/stage2_cate/forest_phq9/trees_batch_07.pkl,a88d82e21859a7a612b06f5e4ce1b9814f2b2ae9430c6230e9ef1c0de11a5b20,83,2024-07-24T12:40:51,candidate
models/stage2_cate/forest_phq9/trees_batch_06.pkl,39626ab0005497ba00ce049df089eca9f51928de03a82ac0b07b1214dfbfad1d,83,2024-08-08T08:31:36,candidate
models/stage2_cate/forest_phq9/trees_batch_04.pkl,8f01edeb7e6835e42ebe8031da543a2695cf90f0e4cb68f0b8ff495636bc8c33,83,2024-08-11T18:14:59,candidate
models/stage2_cate/nuisance/mu_S_d1.pkl,10073ce645b77ac3cfb6171a7f2353b7c712375cf5b648759da0c7be4dc46f2d,63,2024-08-02T01:10:53,prod
models/stage2_cate/nuisance/mu_X_d1.pkl,71127dbdc24e6023ed225d4ed9ab6035fd36ec9b69c7a48122b3af2c5783603e,63,2024-08-09T19:24:20,candidate
models/stage2_cate/nuisance/mu_X_d0.pkl,0e5d3c67ab383879d4f134c90bd16bf90b9beeb3bdadc370e20b8e2d9d0fa86d,63,2024-08-05T16:18:37,prod
models/stage2_cate/nuisance/propensity_e.pkl,f0daf668a5b6553256cfd73f53d8b1ce4e83661935353620132a95e832e64758,63,2024-08-10T10:26:19,candidate
models/stage2_cate/nuisance/mu_P_d1.pkl,c554157908b26d3dac628025341ddc1d438b2899c39a268cec0cf0d1af0fba76,63,2024-07-25T10:48:04,prod
models/stage2_cate/nuisance/mu_P_d0.pkl,8429c896329a38a9d05de3edefe205df0d0cb145601424ee80f51c8dd9e79449,63,2024-07-22T10:49:31,candidate
models/stage2_cate/nuisance/mu_S_d0.pkl,ddda7320adaa5adfec535220cf5a4981c09c5e78b96c21e34b56cf713eb4750f,63,2024-07-27T08:09:14,prod
models/stage2_cate/forest_persist/trees_batch_01.pkl,9183bbd551e26e3d76ae21fdeee02ec05918e55b7186becf9b278ea075128ee9,86,2024-07-23T01:10:52,candidate
models/stage2_cate/forest_persist/trees_batch_02.pkl,9f6b1ddc9355016898a79c910d208f004628b8992d020dbc609f70ebef7eea8a,86,2024-08-11T02:11:53,archived
models/stage2_cate/forest_persist/trees_batch_05.pkl,b3a9acdd38603723532fb2b7254b437b0fc91f2f9f49d939f69234676d266409,86,2024-07-19T19:33:59,archived
models/stage2_cate/forest_persist/trees_batch_03.pkl,db8feea1614b9606d4c2aed37ea31c37c7c1268f0bd08e10225817bc186765ae,86,2024-07-24T05:22:00,candidate
models/stage2_cate/forest_persist/trees_batch_08.pkl,fa4cf798a6d87b59c67f45a25a339885918880578094336640faf80a1e584b0e,86,2024-08-07T20:38:59,prod
models/stage2_cate/forest_persist/trees_batch_07.pkl,1509e7b656030e5e64e705dd22cd9dadf8b9137318a2fc2cdd68fb619348f03e,86,2024-07-31T05:17:28,candidate
models/stage2_cate/forest_persist/trees_batch_06.pkl,8cbfd875c0f354dd23930a005d98e1f7b2b5f2617126c7bb0453a1284aec4b0a,86,2024-08-02T14:42:22,candidate
models/stage2_cate/forest_persist/trees_batch_04.pkl,f9338f8577b73b9aacbc5855ed4de77ebd76b95f9567b5d27b33c3954bb872a1,86,2024-07-27T00:21:52,prod
models/stage2_cate/forest_gad7/trees_batch_01.pkl,d04173c8f190c071b0b33b1ef751283b6e0732572e2f73a63d7096df36e86524,83,2024-08-12T05:07:29,staging
models/stage2_cate/forest_gad7/trees_batch_02.pkl,64d59011c6f02c26921dad5679a4c4a11f26331b82e33948c79adcd0f6c8e2b8,83,2024-07-23T16:56:23,archived
models/stage2_cate/forest_gad7/trees_batch_05.pkl,4302f81a0bd6fad19ed7ffb42132ec7da44aa9043cb5fb8a2467e122db9f8773,83,2024-07-15T13:01:14,candidate
models/stage2_cate/forest_gad7/trees_batch_03.pkl,d3f1a8adb2aea9ce929cb64505a32679f17e8487f8035d9df9c5859e6c971e80,83,2024-07-28T09:16:58,candidate
models/stage2_cate/forest_gad7/trees_batch_08.pkl,2119c27813c6dd8f004012acf8faacdde30dcee0870176cb2f13cb64fef750fb,83,2024-08-15T01:47:18,prod
models/stage2_cate/forest_gad7/trees_batch_07.pkl,f51ec43ea564c42d643f966ee174cec60258da266bb3f1af362028f96e9782cd,83,2024-07-27T16:11:57,staging
models/stage2_cate/forest_gad7/trees_batch_06.pkl,8d276e6489ae349aaefa4a5f9be83f70971f91e75e388b9ee2e6a5f88c80ca34,83,2024-07-25T01:12:34,candidate
models/stage2_cate/forest_gad7/trees_batch_04.pkl,8f2d982633959ade0ee09529e38582069710239225a7b2a82233dd9694f4ccbe,83,2024-07-18T02:40:03,prod
