session_id	session_ts	minutes_logged	session_type	modality	rating_1_5	no_show
S06-000000	2023-12-22 10:38:00	75	FOLLOWUP	VIDEO	5	0
S06-000001	2024-01-29 19:50:00	30	INTERVIEW	IN_PERSON	5	1
S06-000002	2024-06-15 11:45:00	94	NETWORK	IN_PERSON	4	0
S06-000003	2024-05-18 18:45:00	28	WORKSHOP	PHONE	5	0
S06-000004	2023-10-12 22:13:00	41	NETWORK	VIDEO	3	0
S06-000005	2023-10-10 19:06:00	45	INTAKE	PHONE	4	0
S06-000006	2024-06-18 13:21:00	49	NETWORK	VIDEO	4	0
S06-000007	2023-10-12 02:46:00	61	INTAKE	IN_PERSON	2	0
S06-000008	2023-11-29 01:02:00	44	FOLLOWUP	PHONE	5	0
S06-000009	2024-08-07 09:03:00	29	INTAKE	IN_PERSON	5	0
S06-000010	2024-03-02 23:42:00	54	FOLLOWUP	VIDEO	3	0
S06-000011	2023-09-11 18:57:00	34	INTAKE	IN_PERSON	5	0
S06-000012	2024-01-19 06:13:00	57	INTERVIEW	VIDEO	5	0
S06-000013	2024-03-18 13:51:00	31	INTERVIEW	VIDEO	4	0
S06-000014	2023-12-17 22:43:00	61	FOLLOWUP	VIDEO	5	0
S06-000015	2024-05-23 17:37:00	27	INTAKE	VIDEO	5	0
S06-000016	2023-11-16 05:45:00	83	INTAKE	ASYNC	5	0
S06-000017	2024-04-07 19:35:00	79	FOLLOWUP	ASYNC	5	0
S06-000018	2024-03-28 00:01:00	67	WORKSHOP	IN_PERSON	5	1
S06-000019	2023-11-08 18:45:00	50	INTAKE	VIDEO	3	0
S06-000020	2024-06-04 16:45:00	64	NETWORK	VIDEO	5	0
S06-000021	2024-05-21 20:59:00	21	WORKSHOP	VIDEO	4	0
S06-000022	2024-02-19 08:49:00	22	INTERVIEW	IN_PERSON	2	0
S06-000023	2024-05-20 12:37:00	51	RESUME	VIDEO	4	0
S06-000024	2024-03-07 04:13:00	40	INTAKE	IN_PERSON	4	1
S06-000025	2024-01-23 17:36:00	21	WORKSHOP	IN_PERSON	5	0
S06-000026	2023-12-24 01:34:00	80	RESUME	PHONE	5	0
S06-000027	2024-04-09 16:06:00	60	NETWORK	ASYNC	4	1
S06-000028	2024-04-21 10:39:00	72	FOLLOWUP	ASYNC	2	0
S06-000029	2024-02-04 07:39:00	61	NETWORK	IN_PERSON	5	0
S06-000030	2024-04-16 01:11:00	56	RESUME	VIDEO	2	0
S06-000031	2024-01-30 13:28:00	67	FOLLOWUP	VIDEO	4	0
S06-000032	2024-01-28 09:31:00	91	INTERVIEW	VIDEO	5	0
S06-000033	2023-11-23 01:51:00	93	RESUME	IN_PERSON	4	0
S06-000034	2024-03-26 17:46:00	54	RESUME	IN_PERSON	3	0
S06-000035	2024-02-05 19:49:00	75	FOLLOWUP	VIDEO	5	0
S06-000036	2024-03-17 23:31:00	80	RESUME	ASYNC	4	0
S06-000037	2024-03-14 04:09:00	80	RESUME	VIDEO	5	0
S06-000038	2023-11-03 02:06:00	51	RESUME	PHONE	4	0
S06-000039	2023-11-20 08:19:00	25	FOLLOWUP	VIDEO	5	0
S06-000040	2024-08-25 11:10:00	53	FOLLOWUP	VIDEO	3	0
S06-000041	2024-02-07 21:54:00	70	INTERVIEW	ASYNC	3	0
S06-000042	2024-04-13 09:05:00	43	WORKSHOP	VIDEO	4	0
S06-000043	2023-12-17 16:02:00	24	RESUME	VIDEO	3	0
S06-000044	2023-09-25 00:34:00	47	NETWORK	PHONE	5	0
S06-000045	2023-10-19 22:16:00	87	INTERVIEW	VIDEO	5	0
S06-000046	2023-12-03 12:43:00	83	WORKSHOP	IN_PERSON	4	0
S06-000047	2023-09-26 08:48:00	30	FOLLOWUP	IN_PERSON	4	0
S06-000048	2024-03-31 20:30:00	73	NETWORK	VIDEO	3	0
S06-000049	2024-07-15 14:28:00	70	NETWORK	VIDEO	2	0
S06-000050	2024-08-14 11:52:00	50	NETWORK	IN_PERSON	5	0
S06-000051	2024-06-20 21:01:00	73	FOLLOWUP	VIDEO	4	0
S06-000052	2024-02-15 07:36:00	29	WORKSHOP	IN_PERSON	4	0
S06-000053	2024-01-15 02:19:00	49	RESUME	ASYNC	5	0
S06-000054	2024-08-13 06:58:00	31	FOLLOWUP	IN_PERSON	4	0
S06-000055	2024-04-23 20:30:00	46	FOLLOWUP	PHONE	3	0
S06-000056	2024-03-29 07:04:00	87	INTAKE	PHONE	5	0
S06-000057	2023-09-22 08:11:00	57	INTERVIEW	VIDEO	5	0
S06-000058	2024-05-09 20:11:00	51	NETWORK	VIDEO	4	0
S06-000059	2024-06-17 13:31:00	70	INTAKE	IN_PERSON	5	0
S06-000060	2024-02-09 01:16:00	26	FOLLOWUP	PHONE	5	0
S06-000061	2024-04-07 23:53:00	30	WORKSHOP	VIDEO	5	0
S06-000062	2024-01-11 15:32:00	35	INTERVIEW	IN_PERSON	3	0
S06-000063	2024-03-12 19:00:00	51	FOLLOWUP	IN_PERSON	5	1
S06-000064	2024-06-05 18:57:00	85	RESUME	PHONE	5	1
S06-000065	2023-11-12 18:05:00	77	NETWORK	VIDEO	3	0
S06-000066	2024-03-30 13:05:00	21	RESUME	IN_PERSON	5	0
S06-000067	2024-05-13 01:36:00	20	WORKSHOP	IN_PERSON	3	0
S06-000068	2023-09-25 15:55:00	53	RESUME	IN_PERSON	4	0
S06-000069	2024-01-03 22:37:00	67	NETWORK	IN_PERSON	5	0
S06-000070	2024-05-16 09:47:00	22	INTAKE	IN_PERSON	4	0
S06-000071	2024-07-03 21:27:00	75	RESUME	IN_PERSON	5	0
S06-000072	2024-06-21 12:15:00	53	INTAKE	PHONE	5	0
S06-000073	2024-02-06 00:35:00	31	INTAKE	VIDEO	4	0
S06-000074	2023-12-08 14:49:00	50	NETWORK	PHONE	4	0
S06-000075	2024-06-20 02:36:00	75	INTERVIEW	ASYNC	3	0
S06-000076	2024-04-22 23:57:00	85	FOLLOWUP	VIDEO	3	0
S06-000077	2024-01-20 22:28:00	79	RESUME	VIDEO	2	0
S06-000078	2024-07-17 16:17:00	24	WORKSHOP	IN_PERSON	5	1
S06-000079	2024-07-19 17:30:00	32	INTERVIEW	ASYNC	4	0
S06-000080	2023-12-25 07:51:00	93	RESUME	IN_PERSON	5	0
S06-000081	2024-05-28 18:51:00	60	WORKSHOP	VIDEO	3	0
S06-000082	2024-08-17 09:50:00	92	INTERVIEW	PHONE	4	0
S06-000083	2024-01-01 14:55:00	29	FOLLOWUP	IN_PERSON	3	0
S06-000084	2024-04-26 02:28:00	55	WORKSHOP	IN_PERSON	3	0
S06-000085	2024-02-16 02:13:00	79	INTERVIEW	VIDEO	5	1
S06-000086	2024-06-03 16:44:00	39	INTAKE	ASYNC	5	0
S06-000087	2024-08-27 02:10:00	72	INTERVIEW	VIDEO	4	0
S06-000088	2024-07-20 18:58:00	63	FOLLOWUP	VIDEO	5	0
S06-000089	2024-01-09 17:18:00	25	FOLLOWUP	VIDEO	3	0
S06-000090	2023-12-28 00:47:00	51	RESUME	ASYNC	5	0
S06-000091	2024-06-09 10:40:00	85	INTERVIEW	ASYNC	5	0
S06-000092	2024-04-28 18:01:00	75	RESUME	IN_PERSON	4	0
S06-000093	2023-10-19 13:53:00	88	NETWORK	IN_PERSON	3	0
S06-000094	2023-11-23 13:54:00	55	RESUME	IN_PERSON	3	0
S06-000095	2023-12-05 04:59:00	56	NETWORK	VIDEO	3	0
S06-000096	2023-09-06 08:28:00	88	INTAKE	VIDEO	4	1
S06-000097	2023-09-15 20:17:00	29	INTAKE	IN_PERSON	5	0
S06-000098	2023-09-06 16:29:00	53	RESUME	PHONE	4	0
S06-000099	2023-11-12 17:24:00	27	FOLLOWUP	VIDEO	4	0
S06-000100	2024-02-16 10:34:00	60	RESUME	VIDEO	2	0
S06-000101	2024-08-27 01:02:00	72	NETWORK	VIDEO	4	0
S06-000102	2024-04-14 03:33:00	39	INTERVIEW	IN_PERSON	5	0
S06-000103	2023-10-23 18:29:00	43	RESUME	IN_PERSON	5	0
S06-000104	2024-08-24 16:11:00	52	RESUME	VIDEO	5	0
S06-000105	2024-03-27 17:04:00	36	WORKSHOP	ASYNC	2	0
S06-000106	2024-05-19 15:34:00	64	INTAKE	VIDEO	2	0
S06-000107	2024-04-06 12:41:00	46	WORKSHOP	IN_PERSON	4	0
S06-000108	2024-01-29 03:16:00	66	INTAKE	IN_PERSON	4	0
S06-000109	2023-11-17 01:12:00	43	WORKSHOP	IN_PERSON	5	1
S06-000110	2024-01-14 06:24:00	87	WORKSHOP	IN_PERSON	4	0
S06-000111	2023-12-10 19:42:00	60	RESUME	VIDEO	2	0
S06-000112	2023-11-15 18:13:00	25	FOLLOWUP	VIDEO	4	0
S06-000113	2023-11-24 23:45:00	64	INTAKE	IN_PERSON	5	0
S06-000114	2023-11-27 05:25:00	58	FOLLOWUP	VIDEO	5	0
S06-000115	2023-09-30 01:24:00	64	FOLLOWUP	ASYNC	5	0
S06-000116	2024-07-06 16:30:00	89	FOLLOWUP	VIDEO	4	0
S06-000117	2024-06-10 02:37:00	59	RESUME	IN_PERSON	2	0
S06-000118	2023-11-03 21:44:00	69	INTERVIEW	IN_PERSON	2	0
S06-000119	2024-05-25 05:44:00	54	INTAKE	IN_PERSON	2	0
S06-000120	2024-02-02 22:30:00	51	FOLLOWUP	VIDEO	5	0
S06-000121	2023-10-29 20:13:00	22	FOLLOWUP	ASYNC	5	0
S06-000122	2023-10-23 05:33:00	83	INTAKE	VIDEO	4	0
S06-000123	2024-05-01 23:09:00	33	INTAKE	IN_PERSON	4	0
S06-000124	2023-10-12 05:47:00	47	INTAKE	ASYNC	5	0
S06-000125	2024-08-21 13:32:00	73	INTERVIEW	VIDEO	4	0
S06-000126	2023-11-29 18:44:00	58	RESUME	VIDEO	5	0
S06-000127	2024-05-11 01:24:00	36	NETWORK	VIDEO	5	0
S06-000128	2024-08-27 06:45:00	59	NETWORK	IN_PERSON	5	0
S06-000129	2024-01-18 21:49:00	33	WORKSHOP	VIDEO	3	0
S06-000130	2024-07-29 00:55:00	91	WORKSHOP	IN_PERSON	5	0
S06-000131	2024-07-18 16:00:00	82	FOLLOWUP	PHONE	3	0
S06-000132	2024-07-17 13:40:00	76	INTERVIEW	IN_PERSON	3	0
S06-000133	2023-12-26 01:31:00	54	NETWORK	IN_PERSON	2	0
S06-000134	2024-08-29 19:51:00	88	WORKSHOP	VIDEO	3	0
S06-000135	2024-08-29 08:00:00	93	FOLLOWUP	VIDEO	3	0
S06-000136	2024-08-02 03:56:00	43	FOLLOWUP	VIDEO	5	0
S06-000137	2024-07-13 02:36:00	52	NETWORK	VIDEO	4	0
S06-000138	2024-05-06 23:37:00	87	INTERVIEW	VIDEO	3	0
S06-000139	2023-10-10 19:22:00	85	FOLLOWUP	IN_PERSON	5	0
S06-000140	2024-07-11 20:59:00	57	INTAKE	ASYNC	4	0
S06-000141	2023-11-16 01:13:00	61	FOLLOWUP	PHONE	5	0
S06-000142	2024-03-13 01:12:00	69	RESUME	VIDEO	4	0
S06-000143	2024-06-07 18:36:00	71	NETWORK	IN_PERSON	4	0
S06-000144	2024-01-29 23:37:00	29	NETWORK	IN_PERSON	4	0
S06-000145	2024-03-08 18:17:00	83	WORKSHOP	IN_PERSON	5	0
S06-000146	2023-10-08 19:22:00	59	RESUME	IN_PERSON	5	0
S06-000147	2024-04-05 19:26:00	52	INTAKE	VIDEO	4	0
S06-000148	2023-12-17 16:09:00	53	INTAKE	IN_PERSON	4	0
S06-000149	2024-08-30 10:31:00	41	INTERVIEW	IN_PERSON	5	0
S06-000150	2024-05-05 21:26:00	34	FOLLOWUP	VIDEO	5	0
S06-000151	2023-10-06 05:14:00	41	RESUME	IN_PERSON	4	0
S06-000152	2023-12-30 22:09:00	45	INTAKE	VIDEO	5	1
S06-000153	2024-05-21 17:02:00	58	RESUME	VIDEO	4	1
S06-000154	2024-06-07 09:39:00	54	INTAKE	IN_PERSON	4	0
S06-000155	2024-07-20 01:15:00	86	INTAKE	IN_PERSON	4	0
S06-000156	2024-03-26 13:53:00	26	NETWORK	VIDEO	5	0
S06-000157	2024-08-05 05:30:00	71	INTERVIEW	IN_PERSON	4	0
S06-000158	2023-09-17 16:19:00	71	RESUME	IN_PERSON	5	0
S06-000159	2024-04-13 01:52:00	51	INTERVIEW	IN_PERSON	5	1
S06-000160	2024-08-22 05:59:00	64	NETWORK	IN_PERSON	5	0
S06-000161	2024-07-30 17:46:00	51	INTERVIEW	VIDEO	2	0
S06-000162	2023-12-22 09:24:00	85	NETWORK	ASYNC	4	0
S06-000163	2023-09-19 13:53:00	22	WORKSHOP	VIDEO	4	0
S06-000164	2024-04-05 19:03:00	91	WORKSHOP	VIDEO	5	1
S06-000165	2024-05-29 22:24:00	60	INTERVIEW	IN_PERSON	5	0
S06-000166	2024-08-19 19:40:00	90	INTAKE	VIDEO	5	0
S06-000167	2024-08-15 07:16:00	64	WORKSHOP	VIDEO	2	0
S06-000168	2023-11-30 12:24:00	87	NETWORK	IN_PERSON	5	0
S06-000169	2024-02-10 03:31:00	23	INTERVIEW	PHONE	4	0
S06-000170	2024-05-07 23:08:00	52	INTERVIEW	VIDEO	3	0
S06-000171	2023-12-05 22:14:00	51	NETWORK	ASYNC	5	0
S06-000172	2024-06-10 05:15:00	72	NETWORK	PHONE	3	0
S06-000173	2024-07-29 20:17:00	45	INTAKE	ASYNC	3	0
S06-000174	2024-05-06 13:00:00	20	WORKSHOP	PHONE	5	0
S06-000175	2024-02-20 21:05:00	23	WORKSHOP	IN_PERSON	3	0
S06-000176	2024-05-31 18:11:00	48	INTAKE	ASYNC	4	0
S06-000177	2024-06-25 16:29:00	42	NETWORK	VIDEO	5	1
S06-000178	2024-06-13 06:45:00	37	WORKSHOP	ASYNC	4	1
S06-000179	2024-07-31 08:18:00	65	FOLLOWUP	VIDEO	4	0
S06-000180	2024-07-26 21:19:00	51	RESUME	IN_PERSON	4	0
S06-000181	2023-11-15 00:29:00	77	FOLLOWUP	PHONE	5	0
S06-000182	2024-02-08 19:25:00	54	RESUME	VIDEO	4	0
S06-000183	2023-11-03 03:35:00	92	RESUME	PHONE	3	0
S06-000184	2024-04-05 06:58:00	50	FOLLOWUP	IN_PERSON	4	0
S06-000185	2023-11-24 21:34:00	62	INTERVIEW	IN_PERSON	5	0
S06-000186	2024-06-01 18:33:00	34	FOLLOWUP	IN_PERSON	5	0
S06-000187	2023-09-21 03:17:00	49	FOLLOWUP	IN_PERSON	5	0
S06-000188	2023-09-04 15:28:00	68	INTAKE	VIDEO	4	0
S06-000189	2023-09-01 16:05:00	68	NETWORK	IN_PERSON	5	0
S06-000190	2023-12-15 05:37:00	90	RESUME	IN_PERSON	4	0
S06-000191	2024-03-24 20:30:00	25	NETWORK	VIDEO	4	0
S06-000192	2023-10-19 04:24:00	59	RESUME	IN_PERSON	5	0
S06-000193	2023-09-20 04:45:00	53	INTERVIEW	VIDEO	5	0
S06-000194	2024-02-29 16:30:00	64	NETWORK	IN_PERSON	2	0
S06-000195	2024-06-23 05:17:00	89	INTAKE	VIDEO	5	1
S06-000196	2023-11-27 14:30:00	55	NETWORK	ASYNC	3	0
S06-000197	2024-04-22 23:44:00	30	NETWORK	VIDEO	3	0
S06-000198	2024-03-02 12:25:00	94	RESUME	IN_PERSON	4	0
S06-000199	2023-09-25 17:57:00	80	RESUME	IN_PERSON	5	0
