session_id	session_ts	minutes_logged	session_type	modality	rating_1_5	no_show
S07-000000	2023-09-07 03:26:00	55	RESUME	VIDEO	5	0
S07-000001	2023-09-14 20:21:00	65	FOLLOWUP	IN_PERSON	5	1
S07-000002	2024-01-18 03:48:00	89	RESUME	VIDEO	5	0
S07-000003	2024-07-18 09:51:00	24	NETWORK	IN_PERSON	5	0
S07-000004	2024-06-22 04:53:00	84	RESUME	ASYNC	5	0
S07-000005	2024-08-19 08:11:00	81	NETWORK	IN_PERSON	5	0
S07-000006	2024-06-02 21:16:00	46	WORKSHOP	VIDEO	5	0
S07-000007	2024-02-10 01:06:00	26	FOLLOWUP	VIDEO	5	0
S07-000008	2024-05-09 00:39:00	77	WORKSHOP	IN_PERSON	5	0
S07-000009	2024-03-17 20:07:00	62	FOLLOWUP	IN_PERSON	4	0
S07-000010	2024-01-22 03:35:00	81	INTAKE	IN_PERSON	5	1
S07-000011	2024-08-06 15:51:00	87	RESUME	VIDEO	5	0
S07-000012	2024-08-12 23:30:00	48	FOLLOWUP	IN_PERSON	5	0
S07-000013	2024-07-20 21:10:00	60	RESUME	IN_PERSON	5	0
S07-000014	2024-03-21 17:21:00	54	RESUME	VIDEO	5	1
S07-000015	2023-10-10 22:12:00	82	FOLLOWUP	IN_PERSON	4	0
S07-000016	2024-02-17 17:07:00	58	WORKSHOP	ASYNC	4	0
S07-000017	2023-11-07 07:22:00	32	RESUME	VIDEO	4	0
S07-000018	2024-01-29 02:47:00	48	FOLLOWUP	IN_PERSON	5	0
S07-000019	2023-10-31 11:28:00	87	INTERVIEW	PHONE	4	0
S07-000020	2023-10-08 18:39:00	36	RESUME	IN_PERSON	4	0
S07-000021	2024-03-01 09:28:00	25	NETWORK	VIDEO	3	0
S07-000022	2023-10-21 11:32:00	57	RESUME	IN_PERSON	4	0
S07-000023	2024-01-25 18:13:00	53	RESUME	IN_PERSON	4	0
S07-000024	2023-09-03 05:12:00	65	INTAKE	IN_PERSON	3	0
S07-000025	2023-09-14 13:30:00	60	FOLLOWUP	PHONE	3	1
S07-000026	2024-02-09 23:05:00	28	WORKSHOP	VIDEO	5	0
S07-000027	2024-06-27 17:13:00	21	INTERVIEW	ASYNC	5	0
S07-000028	2023-11-24 22:32:00	88	WORKSHOP	VIDEO	2	0
S07-000029	2024-05-26 15:17:00	81	NETWORK	VIDEO	5	0
S07-000030	2024-03-21 12:18:00	88	WORKSHOP	IN_PERSON	2	0
S07-000031	2023-11-27 07:52:00	44	WORKSHOP	IN_PERSON	5	0
S07-000032	2024-03-27 04:51:00	84	INTERVIEW	VIDEO	5	0
S07-000033	2024-07-17 06:51:00	45	INTAKE	IN_PERSON	5	0
S07-000034	2023-10-22 02:48:00	54	FOLLOWUP	VIDEO	5	0
S07-000035	2023-10-23 10:15:00	23	RESUME	PHONE	5	0
S07-000036	2024-02-28 17:54:00	64	INTERVIEW	IN_PERSON	4	1
S07-000037	2023-10-20 03:39:00	67	INTERVIEW	VIDEO	5	0
S07-000038	2024-08-22 11:49:00	87	FOLLOWUP	IN_PERSON	5	0
S07-000039	2024-01-10 00:11:00	50	NETWORK	IN_PERSON	5	0
S07-000040	2024-08-07 19:25:00	69	NETWORK	IN_PERSON	5	0
S07-000041	2023-11-25 23:57:00	79	RESUME	VIDEO	4	0
S07-000042	2023-10-26 19:30:00	63	NETWORK	VIDEO	4	0
S07-000043	2024-07-23 08:47:00	32	RESUME	IN_PERSON	4	0
S07-000044	2024-02-08 21:04:00	38	INTAKE	IN_PERSON	3	0
S07-000045	2024-04-17 23:32:00	86	WORKSHOP	PHONE	4	0
S07-000046	2023-11-28 01:58:00	20	INTAKE	VIDEO	5	0
S07-000047	2024-08-04 19:11:00	22	FOLLOWUP	VIDEO	5	0
S07-000048	2024-04-12 09:55:00	81	WORKSHOP	ASYNC	4	0
S07-000049	2024-07-11 17:17:00	49	FOLLOWUP	VIDEO	5	0
S07-000050	2024-03-04 10:05:00	34	WORKSHOP	IN_PERSON	5	0
S07-000051	2024-07-08 05:39:00	35	INTAKE	IN_PERSON	4	0
S07-000052	2024-04-02 01:47:00	70	RESUME	PHONE	4	0
S07-000053	2024-05-09 07:10:00	80	INTAKE	VIDEO	5	0
S07-000054	2023-10-26 21:10:00	84	WORKSHOP	PHONE	5	0
S07-000055	2023-11-03 07:47:00	66	INTERVIEW	VIDEO	3	0
S07-000056	2024-03-01 19:44:00	81	RESUME	VIDEO	5	1
S07-000057	2023-12-31 00:48:00	52	FOLLOWUP	IN_PERSON	5	0
S07-000058	2024-04-01 11:58:00	27	INTAKE	VIDEO	5	0
S07-000059	2024-01-29 14:23:00	67	NETWORK	PHONE	4	0
S07-000060	2023-12-15 13:16:00	81	RESUME	PHONE	5	0
S07-000061	2024-07-28 11:44:00	32	INTERVIEW	VIDEO	2	0
S07-000062	2024-02-28 15:12:00	84	FOLLOWUP	ASYNC	4	0
S07-000063	2024-05-25 11:10:00	22	RESUME	IN_PERSON	4	1
S07-000064	2023-11-13 19:44:00	35	INTAKE	VIDEO	5	0
S07-000065	2024-02-04 11:40:00	84	INTERVIEW	IN_PERSON	2	0
S07-000066	2023-10-11 03:34:00	44	INTERVIEW	IN_PERSON	3	0
S07-000067	2024-02-27 01:24:00	48	FOLLOWUP	VIDEO	5	0
S07-000068	2024-03-02 03:11:00	78	INTAKE	VIDEO	4	0
S07-000069	2024-03-13 16:33:00	87	RESUME	VIDEO	5	0
S07-000070	2023-10-05 19:37:00	61	NETWORK	VIDEO	3	0
S07-000071	2024-01-07 12:10:00	54	INTAKE	VIDEO	4	0
S07-000072	2024-07-01 18:46:00	57	INTAKE	IN_PERSON	4	0
S07-000073	2024-07-12 10:51:00	42	RESUME	IN_PERSON	5	0
S07-000074	2024-07-05 08:14:00	69	WORKSHOP	IN_PERSON	2	0
S07-000075	2024-01-22 14:50:00	32	NETWORK	IN_PERSON	5	0
S07-000076	2023-11-05 05:44:00	30	RESUME	VIDEO	5	0
S07-000077	2024-05-13 02:01:00	32	FOLLOWUP	VIDEO	4	0
S07-000078	2023-09-04 18:41:00	35	INTERVIEW	IN_PERSON	4	0
S07-000079	2024-04-05 20:51:00	23	INTERVIEW	IN_PERSON	5	0
S07-000080	2023-10-21 14:32:00	51	RESUME	IN_PERSON	4	0
S07-000081	2024-04-28 23:39:00	33	INTAKE	IN_PERSON	5	0
S07-000082	2024-03-31 14:51:00	91	INTAKE	IN_PERSON	4	0
S07-000083	2023-12-06 11:23:00	85	NETWORK	IN_PERSON	5	0
S07-000084	2023-09-17 15:20:00	21	INTAKE	IN_PERSON	5	0
S07-000085	2024-04-07 19:53:00	88	NETWORK	VIDEO	2	0
S07-000086	2024-03-16 09:11:00	47	NETWORK	ASYNC	4	0
S07-000087	2024-05-17 06:09:00	68	WORKSHOP	VIDEO	5	0
S07-000088	2024-07-12 22:45:00	56	FOLLOWUP	IN_PERSON	5	1
S07-000089	2024-05-02 06:26:00	55	INTAKE	VIDEO	3	0
S07-000090	2023-09-29 15:52:00	40	INTERVIEW	IN_PERSON	4	0
S07-000091	2024-01-20 07:47:00	54	INTERVIEW	PHONE	5	0
S07-000092	2023-09-11 16:49:00	24	INTERVIEW	IN_PERSON	5	0
S07-000093	2024-04-07 12:12:00	64	RESUME	IN_PERSON	4	0
S07-000094	2024-06-16 18:43:00	68	FOLLOWUP	IN_PERSON	4	0
S07-000095	2023-12-19 05:48:00	76	FOLLOWUP	IN_PERSON	4	0
S07-000096	2023-12-01 12:54:00	84	NETWORK	VIDEO	2	0
S07-000097	2024-02-28 19:34:00	45	NETWORK	VIDEO	2	0
S07-000098	2024-01-21 17:31:00	63	INTERVIEW	VIDEO	4	0
S07-000099	2023-09-14 07:54:00	65	FOLLOWUP	VIDEO	5	0
S07-000100	2023-12-30 23:11:00	32	INTERVIEW	VIDEO	4	0
S07-000101	2024-07-23 03:59:00	72	INTERVIEW	PHONE	4	0
S07-000102	2024-06-17 17:21:00	32	INTERVIEW	VIDEO	5	0
S07-000103	2024-07-24 00:24:00	27	NETWORK	IN_PERSON	3	0
S07-000104	2024-05-07 07:09:00	94	RESUME	PHONE	5	0
S07-000105	2024-02-02 05:24:00	85	NETWORK	ASYNC	4	0
S07-000106	2024-03-17 07:54:00	58	FOLLOWUP	IN_PERSON	4	0
S07-000107	2024-08-11 18:36:00	60	INTAKE	IN_PERSON	3	0
S07-000108	2024-06-19 14:41:00	30	FOLLOWUP	IN_PERSON	5	0
S07-000109	2023-11-13 00:17:00	63	FOLLOWUP	ASYNC	5	0
S07-000110	2024-02-02 08:40:00	21	NETWORK	VIDEO	3	0
S07-000111	2024-06-13 01:03:00	59	WORKSHOP	IN_PERSON	5	0
S07-000112	2024-07-24 13:10:00	21	NETWORK	IN_PERSON	2	0
S07-000113	2024-05-30 18:15:00	67	INTAKE	ASYNC	2	0
S07-000114	2024-08-14 09:42:00	50	WORKSHOP	VIDEO	3	0
S07-000115	2023-09-20 23:03:00	22	FOLLOWUP	PHONE	3	0
S07-000116	2024-05-09 13:53:00	62	RESUME	VIDEO	3	0
S07-000117	2024-05-02 12:03:00	27	INTERVIEW	VIDEO	2	0
S07-000118	2024-08-01 09:50:00	75	INTERVIEW	IN_PERSON	4	0
S07-000119	2024-05-05 19:01:00	33	INTAKE	IN_PERSON	4	0
S07-000120	2024-02-21 04:42:00	22	INTERVIEW	ASYNC	2	0
S07-000121	2024-06-20 16:43:00	53	INTAKE	VIDEO	3	0
S07-000122	2023-12-04 01:19:00	42	WORKSHOP	IN_PERSON	5	0
S07-000123	2023-12-29 19:28:00	50	NETWORK	ASYNC	4	0
S07-000124	2024-02-14 04:40:00	82	FOLLOWUP	VIDEO	4	0
S07-000125	2024-06-15 23:32:00	21	NETWORK	VIDEO	3	0
S07-000126	2023-12-28 15:30:00	45	INTERVIEW	IN_PERSON	3	0
S07-000127	2024-04-13 04:00:00	66	WORKSHOP	ASYNC	5	0
S07-000128	2024-01-21 23:05:00	54	NETWORK	VIDEO	5	0
S07-000129	2024-03-03 13:50:00	70	FOLLOWUP	VIDEO	4	0
S07-000130	2024-05-01 13:03:00	56	WORKSHOP	VIDEO	4	0
S07-000131	2024-04-30 10:35:00	29	INTERVIEW	VIDEO	2	0
S07-000132	2023-10-15 19:01:00	78	NETWORK	VIDEO	4	0
S07-000133	2024-01-11 19:22:00	94	WORKSHOP	IN_PERSON	5	0
S07-000134	2024-02-24 18:51:00	59	WORKSHOP	IN_PERSON	4	0
S07-000135	2024-06-27 05:34:00	78	RESUME	PHONE	5	0
S07-000136	2024-02-01 05:10:00	23	WORKSHOP	ASYNC	5	0
S07-000137	2024-05-09 12:14:00	23	RESUME	IN_PERSON	5	0
S07-000138	2024-03-16 15:11:00	39	INTERVIEW	VIDEO	5	0
S07-000139	2024-01-25 19:43:00	48	RESUME	VIDEO	4	1
S07-000140	2024-04-24 15:55:00	63	RESUME	VIDEO	5	0
S07-000141	2024-01-21 03:15:00	34	FOLLOWUP	VIDEO	3	0
S07-000142	2024-06-23 16:37:00	67	INTAKE	IN_PERSON	5	0
S07-000143	2024-01-09 18:11:00	67	WORKSHOP	IN_PERSON	3	0
S07-000144	2024-07-11 21:43:00	43	FOLLOWUP	PHONE	3	0
S07-000145	2024-06-28 04:17:00	73	WORKSHOP	VIDEO	4	0
S07-000146	2024-04-08 09:00:00	87	WORKSHOP	IN_PERSON	4	0
S07-000147	2024-07-13 05:40:00	71	NETWORK	ASYNC	2	0
S07-000148	2024-01-20 16:20:00	66	NETWORK	VIDEO	5	0
S07-000149	2023-11-17 01:24:00	21	WORKSHOP	VIDEO	3	0
S07-000150	2024-05-29 10:07:00	58	INTERVIEW	IN_PERSON	2	0
S07-000151	2023-09-19 12:17:00	44	INTAKE	VIDEO	4	0
S07-000152	2023-12-23 18:24:00	93	NETWORK	PHONE	5	0
S07-000153	2023-12-03 20:29:00	43	INTAKE	IN_PERSON	5	0
S07-000154	2024-07-07 05:03:00	52	NETWORK	VIDEO	4	0
S07-000155	2024-02-16 22:20:00	94	INTAKE	PHONE	3	0
S07-000156	2023-09-06 02:29:00	66	WORKSHOP	VIDEO	5	1
S07-000157	2023-12-03 23:28:00	25	INTERVIEW	IN_PERSON	5	0
S07-000158	2024-02-20 20:58:00	74	RESUME	VIDEO	4	0
S07-000159	2023-11-10 04:26:00	39	NETWORK	IN_PERSON	5	0
S07-000160	2024-06-10 06:34:00	90	INTAKE	VIDEO	5	0
S07-000161	2023-09-26 19:28:00	24	FOLLOWUP	VIDEO	5	1
S07-000162	2024-03-24 09:51:00	78	INTERVIEW	VIDEO	2	1
S07-000163	2023-10-04 19:03:00	55	INTAKE	VIDEO	2	0
S07-000164	2023-10-01 05:32:00	62	NETWORK	PHONE	3	0
S07-000165	2024-02-22 04:13:00	74	WORKSHOP	IN_PERSON	2	0
S07-000166	2024-02-10 08:03:00	31	WORKSHOP	ASYNC	5	0
S07-000167	2024-02-20 02:57:00	84	INTERVIEW	IN_PERSON	4	0
S07-000168	2023-11-03 05:08:00	81	FOLLOWUP	VIDEO	3	0
S07-000169	2024-03-11 18:27:00	61	INTAKE	VIDEO	2	0
S07-000170	2024-06-10 05:18:00	43	INTERVIEW	IN_PERSON	5	1
S07-000171	2024-06-27 02:02:00	54	RESUME	IN_PERSON	5	0
S07-000172	2024-07-21 11:49:00	31	RESUME	IN_PERSON	2	0
S07-000173	2023-10-18 02:42:00	60	INTAKE	PHONE	3	1
S07-000174	2024-07-17 04:54:00	67	INTAKE	VIDEO	5	0
S07-000175	2023-12-31 10:43:00	38	INTAKE	VIDEO	3	1
S07-000176	2024-05-27 10:13:00	82	INTERVIEW	VIDEO	4	0
S07-000177	2024-08-30 22:24:00	62	NETWORK	ASYNC	4	0
S07-000178	2023-10-14 21:28:00	40	WORKSHOP	VIDEO	2	0
S07-000179	2024-08-08 19:32:00	33	NETWORK	VIDEO	5	0
S07-000180	2024-08-30 01:56:00	43	RESUME	IN_PERSON	5	0
S07-000181	2023-09-07 17:52:00	31	INTERVIEW	IN_PERSON	2	1
S07-000182	2024-01-26 20:13:00	20	WORKSHOP	VIDEO	5	0
S07-000183	2024-05-04 03:19:00	56	NETWORK	VIDEO	2	0
S07-000184	2024-07-05 17:18:00	65	INTAKE	PHONE	5	0
S07-000185	2023-10-19 00:20:00	32	NETWORK	VIDEO	4	0
S07-000186	2024-02-29 05:23:00	27	RESUME	VIDEO	3	0
S07-000187	2024-06-01 20:39:00	22	NETWORK	IN_PERSON	5	0
S07-000188	2024-03-29 03:27:00	39	INTAKE	VIDEO	2	0
S07-000189	2024-07-13 23:54:00	74	FOLLOWUP	IN_PERSON	5	0
S07-000190	2023-09-25 15:41:00	77	NETWORK	PHONE	5	0
S07-000191	2024-06-22 19:28:00	54	INTERVIEW	IN_PERSON	5	0
S07-000192	2023-10-20 23:27:00	69	NETWORK	IN_PERSON	3	0
S07-000193	2024-04-28 04:03:00	73	WORKSHOP	IN_PERSON	4	0
S07-000194	2023-11-04 18:21:00	30	NETWORK	IN_PERSON	5	0
S07-000195	2024-04-09 12:29:00	82	INTERVIEW	VIDEO	5	0
S07-000196	2024-07-13 07:04:00	81	NETWORK	IN_PERSON	5	0
S07-000197	2024-08-19 06:44:00	52	FOLLOWUP	IN_PERSON	4	0
S07-000198	2024-07-25 22:05:00	55	FOLLOWUP	VIDEO	3	0
S07-000199	2023-09-24 17:55:00	42	RESUME	IN_PERSON	5	0
S07-000200	2024-03-07 08:59:00	75	WORKSHOP	VIDEO	5	1
S07-000201	2024-01-16 12:57:00	24	INTERVIEW	IN_PERSON	5	0
S07-000202	2024-07-09 20:41:00	86	INTERVIEW	VIDEO	2	0
S07-000203	2023-12-02 03:02:00	75	FOLLOWUP	IN_PERSON	5	0
S07-000204	2023-09-01 10:54:00	35	INTAKE	IN_PERSON	5	0
S07-000205	2023-11-22 04:04:00	61	INTERVIEW	VIDEO	5	1
S07-000206	2024-01-13 22:59:00	77	INTERVIEW	PHONE	5	0
S07-000207	2023-09-08 14:44:00	63	NETWORK	IN_PERSON	3	0
S07-000208	2024-04-04 10:37:00	49	INTAKE	VIDEO	5	0
S07-000209	2023-09-01 09:08:00	71	FOLLOWUP	VIDEO	4	0
