session_id	session_ts	minutes_logged	session_type	modality	rating_1_5	no_show
S02-000000	2024-05-27 13:30:00	65	WORKSHOP	IN_PERSON	5	0
S02-000001	2024-03-14 23:54:00	83	INTAKE	PHONE	5	0
S02-000002	2024-03-29 01:17:00	65	INTAKE	VIDEO	4	0
S02-000003	2024-06-10 21:29:00	58	INTAKE	IN_PERSON	5	0
S02-000004	2023-10-08 21:14:00	68	INTERVIEW	VIDEO	5	0
S02-000005	2024-01-03 16:30:00	50	RESUME	VIDEO	3	0
S02-000006	2024-07-24 14:32:00	44	INTAKE	IN_PERSON	4	0
S02-000007	2024-07-30 04:42:00	39	INTAKE	PHONE	5	0
S02-000008	2023-11-07 15:47:00	56	NETWORK	VIDEO	3	0
S02-000009	2024-08-08 16:18:00	30	FOLLOWUP	IN_PERSON	5	0
S02-000010	2023-10-20 06:31:00	71	INTERVIEW	IN_PERSON	5	0
S02-000011	2024-06-27 19:11:00	50	NETWORK	PHONE	5	0
S02-000012	2024-02-15 17:39:00	77	RESUME	IN_PERSON	5	0
S02-000013	2024-01-30 02:26:00	80	RESUME	VIDEO	3	1
S02-000014	2024-02-24 16:55:00	66	RESUME	VIDEO	3	0
S02-000015	2023-09-01 23:37:00	77	RESUME	PHONE	5	0
S02-000016	2024-04-27 16:55:00	65	FOLLOWUP	PHONE	4	0
S02-000017	2023-12-17 22:36:00	38	RESUME	VIDEO	4	0
S02-000018	2024-04-21 03:52:00	91	INTERVIEW	IN_PERSON	4	0
S02-000019	2024-04-13 15:33:00	22	RESUME	VIDEO	5	0
S02-000020	2024-05-02 13:36:00	93	WORKSHOP	VIDEO	5	0
S02-000021	2024-07-07 11:16:00	82	NETWORK	VIDEO	5	0
S02-000022	2023-10-07 10:25:00	92	WORKSHOP	ASYNC	3	0
S02-000023	2024-01-07 18:49:00	86	WORKSHOP	VIDEO	5	0
S02-000024	2023-10-25 08:02:00	74	NETWORK	PHONE	5	0
S02-000025	2023-09-21 20:58:00	31	FOLLOWUP	VIDEO	4	1
S02-000026	2024-02-21 08:46:00	36	INTAKE	IN_PERSON	3	0
S02-000027	2024-02-19 16:52:00	85	RESUME	VIDEO	4	0
S02-000028	2024-05-28 04:21:00	36	WORKSHOP	VIDEO	5	0
S02-000029	2024-03-08 09:18:00	66	INTERVIEW	IN_PERSON	2	0
S02-000030	2024-02-02 03:56:00	21	NETWORK	IN_PERSON	2	0
S02-000031	2024-04-14 21:37:00	72	FOLLOWUP	VIDEO	3	0
S02-000032	2024-01-04 11:24:00	88	NETWORK	IN_PERSON	5	0
S02-000033	2024-07-10 19:56:00	78	NETWORK	VIDEO	2	0
S02-000034	2023-11-04 01:59:00	49	FOLLOWUP	IN_PERSON	3	0
S02-000035	2024-06-16 06:36:00	59	NETWORK	IN_PERSON	5	0
S02-000036	2024-02-02 02:11:00	25	FOLLOWUP	VIDEO	5	0
S02-000037	2023-11-29 00:20:00	42	FOLLOWUP	IN_PERSON	4	0
S02-000038	2024-01-20 17:05:00	37	RESUME	VIDEO	5	0
S02-000039	2024-07-15 17:24:00	23	RESUME	IN_PERSON	3	0
S02-000040	2023-12-01 09:02:00	34	WORKSHOP	VIDEO	5	0
S02-000041	2023-09-07 14:02:00	46	NETWORK	IN_PERSON	3	0
S02-000042	2023-11-25 02:03:00	77	RESUME	IN_PERSON	4	0
S02-000043	2023-12-28 03:48:00	53	NETWORK	IN_PERSON	4	0
S02-000044	2024-07-28 19:12:00	42	RESUME	IN_PERSON	5	0
S02-000045	2024-04-04 02:19:00	77	RESUME	IN_PERSON	4	0
S02-000046	2024-07-10 13:18:00	66	NETWORK	IN_PERSON	5	0
S02-000047	2023-09-20 18:28:00	50	INTAKE	VIDEO	4	0
S02-000048	2024-04-06 04:38:00	40	INTERVIEW	VIDEO	3	0
S02-000049	2024-06-05 06:13:00	58	WORKSHOP	VIDEO	3	0
S02-000050	2024-08-12 07:13:00	87	INTERVIEW	VIDEO	5	0
S02-000051	2024-08-03 15:48:00	24	NETWORK	VIDEO	3	0
S02-000052	2024-07-25 10:40:00	45	INTAKE	PHONE	2	0
S02-000053	2023-09-16 16:50:00	83	WORKSHOP	IN_PERSON	3	0
S02-000054	2024-02-08 18:38:00	62	INTAKE	IN_PERSON	4	0
S02-000055	2024-03-24 20:26:00	79	RESUME	IN_PERSON	5	0
S02-000056	2023-11-09 12:17:00	51	NETWORK	IN_PERSON	5	0
S02-000057	2023-11-25 04:40:00	28	RESUME	IN_PERSON	2	0
S02-000058	2023-11-13 13:15:00	29	WORKSHOP	VIDEO	5	0
S02-000059	2024-01-03 17:40:00	81	RESUME	VIDEO	3	0
S02-000060	2024-04-15 02:10:00	92	WORKSHOP	VIDEO	5	0
S02-000061	2024-05-03 09:18:00	84	INTERVIEW	IN_PERSON	5	0
S02-000062	2024-05-07 21:04:00	86	FOLLOWUP	ASYNC	3	0
S02-000063	2024-07-03 03:32:00	65	WORKSHOP	VIDEO	3	0
S02-000064	2024-01-28 10:04:00	73	FOLLOWUP	ASYNC	4	0
S02-000065	2024-04-11 02:45:00	88	INTAKE	VIDEO	3	0
S02-000066	2023-09-28 08:22:00	87	RESUME	VIDEO	4	1
S02-000067	2024-03-30 06:44:00	86	INTAKE	VIDEO	5	0
S02-000068	2023-09-12 22:26:00	20	INTERVIEW	IN_PERSON	5	0
S02-000069	2024-01-06 00:25:00	25	NETWORK	VIDEO	2	0
S02-000070	2023-11-24 19:09:00	30	NETWORK	VIDEO	2	0
S02-000071	2024-01-10 01:33:00	44	FOLLOWUP	VIDEO	2	0
S02-000072	2024-03-22 00:23:00	94	INTAKE	VIDEO	5	0
S02-000073	2024-06-07 12:44:00	55	INTAKE	IN_PERSON	5	0
S02-000074	2024-03-19 17:54:00	39	NETWORK	IN_PERSON	3	0
S02-000075	2023-10-13 23:15:00	79	RESUME	ASYNC	5	0
S02-000076	2024-07-24 16:16:00	43	FOLLOWUP	PHONE	5	0
S02-000077	2024-01-12 10:48:00	36	RESUME	VIDEO	5	0
S02-000078	2024-01-08 23:10:00	92	WORKSHOP	IN_PERSON	4	0
S02-000079	2024-08-04 17:28:00	76	WORKSHOP	VIDEO	4	0
S02-000080	2024-01-21 01:34:00	21	NETWORK	ASYNC	4	0
S02-000081	2024-07-13 11:59:00	25	FOLLOWUP	VIDEO	5	1
S02-000082	2023-12-15 06:17:00	35	INTERVIEW	ASYNC	5	0
S02-000083	2024-03-28 12:37:00	63	WORKSHOP	IN_PERSON	4	0
S02-000084	2024-02-19 17:37:00	46	RESUME	VIDEO	2	0
S02-000085	2024-06-09 12:33:00	84	RESUME	PHONE	5	0
S02-000086	2023-12-09 07:23:00	59	NETWORK	VIDEO	5	0
S02-000087	2023-12-25 12:04:00	76	NETWORK	VIDEO	4	0
S02-000088	2023-12-29 21:02:00	86	FOLLOWUP	IN_PERSON	5	1
S02-000089	2023-10-16 15:41:00	65	RESUME	VIDEO	5	0
S02-000090	2024-01-07 21:12:00	55	INTAKE	VIDEO	4	0
S02-000091	2023-10-30 02:37:00	59	FOLLOWUP	VIDEO	4	0
S02-000092	2024-01-30 03:48:00	55	WORKSHOP	VIDEO	5	0
S02-000093	2024-07-03 01:47:00	81	INTAKE	VIDEO	5	0
S02-000094	2024-01-23 08:54:00	67	INTAKE	IN_PERSON	5	0
S02-000095	2024-06-22 03:05:00	91	WORKSHOP	VIDEO	4	0
S02-000096	2024-05-28 13:14:00	39	FOLLOWUP	IN_PERSON	4	1
S02-000097	2023-11-28 01:45:00	90	FOLLOWUP	IN_PERSON	5	0
S02-000098	2024-06-03 14:49:00	20	INTERVIEW	PHONE	3	0
S02-000099	2024-05-31 19:29:00	24	RESUME	VIDEO	5	1
S02-000100	2024-04-19 23:01:00	63	WORKSHOP	IN_PERSON	5	0
S02-000101	2023-09-17 19:48:00	31	INTAKE	VIDEO	4	0
S02-000102	2024-08-06 23:09:00	42	WORKSHOP	PHONE	4	1
S02-000103	2023-12-09 08:03:00	28	RESUME	VIDEO	2	0
S02-000104	2023-11-17 21:53:00	90	WORKSHOP	PHONE	5	0
S02-000105	2024-04-13 01:21:00	86	INTAKE	PHONE	3	0
S02-000106	2024-06-09 13:21:00	27	WORKSHOP	IN_PERSON	2	0
S02-000107	2023-11-30 08:51:00	81	WORKSHOP	IN_PERSON	5	0
S02-000108	2024-06-06 10:54:00	26	FOLLOWUP	IN_PERSON	3	0
S02-000109	2023-12-22 15:01:00	94	RESUME	IN_PERSON	4	0
S02-000110	2024-06-24 18:35:00	72	FOLLOWUP	VIDEO	3	0
