session_id	session_ts	minutes_logged	session_type	modality	rating_1_5	no_show
S05-000000	2024-03-13 16:57:00	20	INTERVIEW	IN_PERSON	5	0
S05-000001	2023-12-31 18:25:00	41	WORKSHOP	ASYNC	2	0
S05-000002	2023-10-10 22:10:00	79	INTERVIEW	IN_PERSON	4	0
S05-000003	2024-06-16 01:53:00	62	INTAKE	PHONE	5	1
S05-000004	2023-10-11 21:18:00	46	INTERVIEW	VIDEO	3	0
S05-000005	2024-05-08 18:23:00	93	RESUME	IN_PERSON	5	0
S05-000006	2023-10-09 10:39:00	77	RESUME	VIDEO	2	0
S05-000007	2024-06-15 23:04:00	83	NETWORK	IN_PERSON	2	0
S05-000008	2024-06-26 11:35:00	90	INTERVIEW	IN_PERSON	5	0
S05-000009	2024-03-26 20:50:00	21	WORKSHOP	VIDEO	5	0
S05-000010	2024-01-06 14:20:00	60	INTAKE	VIDEO	4	0
S05-000011	2023-09-06 16:09:00	44	NETWORK	VIDEO	2	0
S05-000012	2024-06-03 21:51:00	32	RESUME	VIDEO	3	0
S05-000013	2024-01-04 01:53:00	44	FOLLOWUP	IN_PERSON	4	0
S05-000014	2024-08-28 07:33:00	68	FOLLOWUP	VIDEO	5	0
S05-000015	2023-10-22 22:15:00	26	RESUME	ASYNC	3	1
S05-000016	2023-11-19 22:08:00	48	WORKSHOP	IN_PERSON	5	0
S05-000017	2023-10-08 06:47:00	60	NETWORK	PHONE	3	0
S05-000018	2023-09-23 10:57:00	93	INTAKE	VIDEO	5	0
S05-000019	2024-04-12 18:35:00	65	NETWORK	VIDEO	4	0
S05-000020	2024-08-21 04:50:00	52	WORKSHOP	VIDEO	5	0
S05-000021	2024-05-02 16:48:00	85	WORKSHOP	IN_PERSON	5	0
S05-000022	2023-11-16 04:59:00	21	INTAKE	VIDEO	3	0
S05-000023	2024-08-10 00:24:00	31	FOLLOWUP	VIDEO	4	1
S05-000024	2024-02-29 04:04:00	26	INTERVIEW	VIDEO	3	0
S05-000025	2024-06-27 04:26:00	42	NETWORK	VIDEO	4	0
S05-000026	2024-01-16 04:22:00	81	INTERVIEW	IN_PERSON	4	0
S05-000027	2023-09-17 05:09:00	28	WORKSHOP	IN_PERSON	4	1
S05-000028	2024-02-05 02:51:00	74	INTAKE	VIDEO	5	0
S05-000029	2024-03-09 16:33:00	51	INTERVIEW	VIDEO	5	0
S05-000030	2024-03-07 14:30:00	72	NETWORK	VIDEO	2	1
S05-000031	2023-09-13 14:18:00	46	INTAKE	IN_PERSON	5	0
S05-000032	2023-10-20 00:34:00	73	WORKSHOP	IN_PERSON	3	0
S05-000033	2024-01-07 12:25:00	73	WORKSHOP	VIDEO	5	1
S05-000034	2024-07-03 00:54:00	94	INTAKE	VIDEO	5	0
S05-000035	2023-12-29 10:34:00	43	NETWORK	IN_PERSON	3	0
S05-000036	2024-01-14 22:48:00	68	FOLLOWUP	IN_PERSON	5	0
S05-000037	2023-09-08 16:49:00	29	INTERVIEW	VIDEO	5	0
S05-000038	2024-06-26 23:50:00	73	WORKSHOP	VIDEO	4	1
S05-000039	2024-04-11 10:11:00	91	INTAKE	VIDEO	5	0
S05-000040	2024-07-12 00:14:00	34	INTERVIEW	VIDEO	5	0
S05-000041	2024-01-18 10:48:00	42	INTAKE	VIDEO	3	0
S05-000042	2023-11-04 02:24:00	92	WORKSHOP	IN_PERSON	4	0
S05-000043	2024-02-16 23:21:00	68	RESUME	IN_PERSON	5	0
S05-000044	2024-06-15 12:36:00	53	NETWORK	VIDEO	4	0
S05-000045	2023-09-02 05:38:00	62	FOLLOWUP	VIDEO	5	0
S05-000046	2024-01-22 16:40:00	73	WORKSHOP	VIDEO	4	0
S05-000047	2024-06-02 23:58:00	86	NETWORK	IN_PERSON	4	0
