student_id,cohort,aid_received,annual_aid_amount,disbursement_fall,disbursement_spring
S201600001,2016,0,0,,
S201600002,2016,0,0,,
S201600003,2016,0,0,,
S201600004,2016,1,6521,2016-08-27,2017-01-12
S201600005,2016,1,2986,2016-08-20,2017-01-15
S201600006,2016,1,4402,2016-08-25,2017-01-12
S201600007,2016,1,3501,2016-08-21,2017-01-17
S201600008,2016,1,6337,2016-08-26,2017-01-09
S201600009,2016,1,6187,2016-08-17,2017-01-15
S201600010,2016,0,0,,
S201600011,2016,0,0,,
S201600012,2016,0,0,,
S201600013,2016,0,0,,
S201600014,2016,1,4870,2016-08-24,2017-01-10
S201600015,2016,1,8326,2016-08-21,2017-01-15
S201600016,2016,1,5538,2016-08-23,2017-01-08
S201600017,2016,1,6212,2016-08-16,2017-01-11
S201600018,2016,1,2870,2016-08-23,2017-01-09
S201600019,2016,0,0,,
S201600020,2016,1,7054,2016-08-15,2017-01-15
S201600021,2016,0,0,,
S201600022,2016,1,7891,2016-08-18,2017-01-08
S201600023,2016,0,0,,
S201600024,2016,0,0,,
S201600025,2016,1,3961,2016-08-27,2017-01-09
S201600026,2016,1,7902,2016-08-19,2017-01-13
S201600027,2016,1,5585,2016-08-27,2017-01-09
S201600028,2016,1,5838,2016-08-24,2017-01-16
S201600029,2016,1,6462,2016-08-22,2017-01-11
S201600030,2016,0,0,,
S201600031,2016,1,5142,2016-08-24,2017-01-09
S201600032,2016,0,0,,
S201600033,2016,0,0,,
S201600034,2016,0,0,,
S201600035,2016,1,3670,2016-08-23,2017-01-13
S201600036,2016,0,0,,
S201600037,2016,1,5457,2016-08-15,2017-01-11
S201600038,2016,1,10498,2016-08-17,2017-01-12
S201600039,2016,1,5246,2016-08-20,2017-01-17
S201600040,2016,1,8072,2016-08-23,2017-01-10
S201600041,2016,0,0,,
S201600042,2016,0,0,,
S201600043,2016,1,5879,2016-08-21,2017-01-14
S201600044,2016,1,5682,2016-08-27,2017-01-14
S201600045,2016,1,5830,2016-08-22,2017-01-08
S201600046,2016,1,7032,2016-08-26,2017-01-09
S201600047,2016,1,5401,2016-08-26,2017-01-11
S201600048,2016,1,7166,2016-08-25,2017-01-08
S201600049,2016,0,0,,
S201600050,2016,1,4710,2016-08-16,2017-01-09
S201600051,2016,1,6008,2016-08-18,2017-01-16
S201600052,2016,0,0,,
S201600053,2016,1,6477,2016-08-21,2017-01-17
S201600054,2016,1,5060,2016-08-25,2017-01-10
S201600055,2016,0,0,,
S201600056,2016,1,4965,2016-08-19,2017-01-17
S201600057,2016,1,5564,2016-08-24,2017-01-11
S201600058,2016,0,0,,
S201600059,2016,0,0,,
S201600060,2016,1,5216,2016-08-16,2017-01-15
S201600061,2016,1,5150,2016-08-22,2017-01-13
S201600062,2016,1,6049,2016-08-20,2017-01-11
S201600063,2016,1,4158,2016-08-27,2017-01-16
S201600064,2016,0,0,,
S201600065,2016,0,0,,
S201600066,2016,1,7394,2016-08-20,2017-01-13
S201600067,2016,1,4312,2016-08-26,2017-01-16
S201600068,2016,1,2994,2016-08-19,2017-01-16
S201600069,2016,1,5901,2016-08-15,2017-01-12
S201600070,2016,1,4784,2016-08-16,2017-01-12
S201600071,2016,1,4913,2016-08-19,2017-01-08
S201600072,2016,0,0,,
S201600073,2016,0,0,,
S201600074,2016,1,7469,2016-08-17,2017-01-14
S201600075,2016,1,8726,2016-08-25,2017-01-17
S201600076,2016,1,6791,2016-08-16,2017-01-15
S201600077,2016,1,7279,2016-08-26,2017-01-17
S201600078,2016,1,7289,2016-08-26,2017-01-08
S201600079,2016,0,0,,
S201600080,2016,0,0,,
S201600081,2016,1,6070,2016-08-22,2017-01-10
S201600082,2016,0,0,,
S201600083,2016,1,6259,2016-08-25,2017-01-13
S201600084,2016,0,0,,
S201600085,2016,1,8101,2016-08-20,2017-01-14
S201600086,2016,1,5760,2016-08-24,2017-01-16
S201600087,2016,1,4626,2016-08-23,2017-01-11
S201600088,2016,1,5845,2016-08-21,2017-01-11
S201600089,2016,1,7643,2016-08-21,2017-01-09
S201600090,2016,0,0,,
S201600091,2016,0,0,,
S201600092,2016,0,0,,
S201600093,2016,1,7149,2016-08-22,2017-01-10
S201600094,2016,1,6599,2016-08-18,2017-01-14
S201600095,2016,1,5846,2016-08-19,2017-01-13
S201600096,2016,1,8059,2016-08-21,2017-01-14
S201600097,2016,1,4192,2016-08-22,2017-01-14
S201600098,2016,1,3662,2016-08-24,2017-01-15
S201600099,2016,0,0,,
S201600100,2016,1,5223,2016-08-26,2017-01-14
S201600101,2016,0,0,,
S201600102,2016,1,4174,2016-08-16,2017-01-08
S201600103,2016,0,0,,
S201600104,2016,1,4601,2016-08-19,2017-01-12
S201600105,2016,0,0,,
S201600106,2016,0,0,,
S201600107,2016,0,0,,
S201600108,2016,1,7269,2016-08-15,2017-01-16
S201600109,2016,0,0,,
S201600110,2016,1,5519,2016-08-16,2017-01-17
S201600111,2016,1,5305,2016-08-25,2017-01-09
S201600112,2016,1,5040,2016-08-18,2017-01-09
S201600113,2016,1,5425,2016-08-16,2017-01-15
S201600114,2016,1,4530,2016-08-26,2017-01-09
S201600115,2016,0,0,,
S201600116,2016,0,0,,
S201600117,2016,0,0,,
S201600118,2016,0,0,,
S201600119,2016,0,0,,
S201600120,2016,1,6048,2016-08-18,2017-01-15
S201600121,2016,0,0,,
S201600122,2016,0,0,,
S201600123,2016,1,5298,2016-08-19,2017-01-15
S201600124,2016,0,0,,
S201600125,2016,0,0,,
S201600126,2016,0,0,,
S201600127,2016,0,0,,
S201600128,2016,1,3888,2016-08-15,2017-01-09
S201600129,2016,0,0,,
S201600130,2016,1,3636,2016-08-16,2017-01-14
S201600131,2016,1,5832,2016-08-19,2017-01-13
S201600132,2016,1,4671,2016-08-18,2017-01-16
S201600133,2016,1,4878,2016-08-27,2017-01-09
S201600134,2016,1,2432,2016-08-16,2017-01-12
S201600135,2016,0,0,,
S201600136,2016,0,0,,
S201600137,2016,0,0,,
S201600138,2016,1,6159,2016-08-22,2017-01-12
S201600139,2016,1,3865,2016-08-23,2017-01-11
S201600140,2016,1,7352,2016-08-16,2017-01-14
S201600141,2016,1,5336,2016-08-23,2017-01-09
S201600142,2016,1,6961,2016-08-22,2017-01-15
S201600143,2016,0,0,,
S201600144,2016,0,0,,
S201600145,2016,1,5752,2016-08-19,2017-01-17
S201600146,2016,1,7018,2016-08-23,2017-01-10
S201600147,2016,0,0,,
S201600148,2016,1,6077,2016-08-19,2017-01-17
S201600149,2016,1,6868,2016-08-15,2017-01-16
S201600150,2016,1,4934,2016-08-15,2017-01-17
S201600151,2016,1,6996,2016-08-25,2017-01-11
S201600152,2016,0,0,,
S201600153,2016,0,0,,
S201600154,2016,1,6147,2016-08-22,2017-01-17
S201600155,2016,0,0,,
S201600156,2016,0,0,,
S201600157,2016,0,0,,
S201600158,2016,0,0,,
S201600159,2016,0,0,,
S201600160,2016,0,0,,
S201600161,2016,0,0,,
S201600162,2016,1,6333,2016-08-17,2017-01-08
S201600163,2016,1,3965,2016-08-19,2017-01-10
S201600164,2016,1,7948,2016-08-24,2017-01-13
S201600165,2016,1,5006,2016-08-16,2017-01-10
S201600166,2016,1,6483,2016-08-27,2017-01-12
S201600167,2016,1,5090,2016-08-22,2017-01-09
S201600168,2016,0,0,,
S201600169,2016,1,3173,2016-08-27,2017-01-13
S201600170,2016,0,0,,
S201600171,2016,0,0,,
