student_id,cohort,first_gen,gender,rural_origin,race_ethnicity,home_state,institution_id,institution_name,institution_type,hs_gpa,test_percentile,birth_year,starting_major,major_category
S201800001,2018,0,F,0,Black,PA,INST_01,State University A (Research),research,3.21,99,2000,Marketing,Business
S201800002,2018,0,F,1,Black,TX,INST_04,Regional College D (Teaching),teaching,3.39,58,2000,Kinesiology,Health
S201800003,2018,1,F,1,White,GA,INST_02,State University B (Research),research,3.9,46,2000,Biology,STEM
S201800004,2018,1,M,0,NHPI,TX,INST_01,State University A (Research),research,4.0,81,2000,Statistics,STEM
S201800005,2018,0,M,0,Hispanic,IL,INST_02,State University B (Research),research,3.95,99,2000,Pre-Med,Health
S201800006,2018,1,F,1,Black,MI,INST_01,State University A (Research),research,3.04,34,2000,Psychology,Social Sciences
S201800007,2018,0,M,1,White,GA,INST_01,State University A (Research),research,2.95,35,2000,Kinesiology,Health
S201800008,2018,1,F,1,Hispanic,OH,INST_02,State University B (Research),research,2.55,42,2000,Marketing,Business
S201800009,2018,0,M,0,Hispanic,VA,INST_02,State University B (Research),research,3.38,50,2000,Mechanical Engineering,STEM
S201800010,2018,0,F,0,White,IL,INST_01,State University A (Research),research,3.1,53,2000,Chemistry,STEM
S201800011,2018,0,M,1,White,OH,INST_04,Regional College D (Teaching),teaching,2.78,66,2000,Nursing,Health
S201800012,2018,0,M,0,White,NC,INST_01,State University A (Research),research,2.57,29,2000,Biomedical Engineering,STEM
S201800013,2018,1,F,1,White,TX,INST_01,State University A (Research),research,3.06,46,2000,Statistics,STEM
S201800014,2018,0,M,1,White,MI,INST_04,Regional College D (Teaching),teaching,3.06,66,2000,Management,Business
S201800015,2018,0,F,0,White,CA,INST_01,State University A (Research),research,2.56,65,2000,Public Health,Health
S201800016,2018,1,F,0,Hispanic,CA,INST_05,Urban University E (Research),research,3.1,90,2000,Biology,STEM
S201800017,2018,1,F,0,Hispanic,VA,INST_05,Urban University E (Research),research,2.6,32,2000,Marketing,Business
S201800018,2018,1,F,0,Asian,GA,INST_04,Regional College D (Teaching),teaching,3.79,68,2000,Finance,Business
S201800019,2018,1,M,0,White,VA,INST_04,Regional College D (Teaching),teaching,2.7,46,2000,Anthropology,Social Sciences
S201800020,2018,0,F,1,Black,GA,INST_04,Regional College D (Teaching),teaching,4.0,42,2000,Public Health,Health
S201800021,2018,1,F,0,Hispanic,NY,INST_05,Urban University E (Research),research,3.62,46,2000,Public Health,Health
S201800022,2018,0,M,0,White,FL,INST_05,Urban University E (Research),research,2.29,60,2000,Statistics,STEM
S201800023,2018,0,M,0,White,OH,INST_03,Regional College C (Teaching),teaching,2.44,71,2000,Anthropology,Social Sciences
S201800024,2018,0,M,0,White,TX,INST_03,Regional College C (Teaching),teaching,3.6,51,2000,Mechanical Engineering,STEM
S201800025,2018,0,F,0,White,MI,INST_02,State University B (Research),research,2.99,54,2000,Communications,Other
S201800026,2018,1,M,0,White,IL,INST_01,State University A (Research),research,3.55,57,2000,Mathematics,STEM
S201800027,2018,0,M,0,Black,FL,INST_02,State University B (Research),research,3.21,45,2000,History,Humanities
S201800028,2018,0,F,0,Black,MI,INST_01,State University A (Research),research,3.49,42,2000,Mechanical Engineering,STEM
S201800029,2018,0,F,1,White,FL,INST_05,Urban University E (Research),research,2.82,78,2000,Political Science,Social Sciences
S201800030,2018,1,F,0,Black,TX,INST_03,Regional College C (Teaching),teaching,3.55,84,2000,Pre-Med,Health
S201800031,2018,1,F,0,Black,MI,INST_05,Urban University E (Research),research,2.69,44,2000,Psychology,Social Sciences
S201800032,2018,1,NB,1,White,CA,INST_05,Urban University E (Research),research,2.59,48,2000,Pre-Med,Health
S201800033,2018,0,F,0,Asian,MI,INST_05,Urban University E (Research),research,3.46,54,2000,Communications,Other
S201800034,2018,0,M,1,Hispanic,CA,INST_02,State University B (Research),research,3.38,85,2000,Accounting,Business
S201800035,2018,1,M,0,Asian,GA,INST_04,Regional College D (Teaching),teaching,2.39,66,2000,Mechanical Engineering,STEM
S201800036,2018,1,F,0,Multi,GA,INST_03,Regional College C (Teaching),teaching,3.14,29,2000,Pre-Med,Health
S201800037,2018,0,M,0,Black,CA,INST_03,Regional College C (Teaching),teaching,3.71,69,2000,Sociology,Social Sciences
S201800038,2018,0,F,0,Hispanic,GA,INST_02,State University B (Research),research,3.34,42,2000,Civil Engineering,STEM
S201800039,2018,0,F,0,Hispanic,GA,INST_01,State University A (Research),research,2.85,67,2000,Mechanical Engineering,STEM
S201800040,2018,0,F,1,White,NY,INST_01,State University A (Research),research,3.43,25,2000,Undeclared,Other
S201800041,2018,0,M,1,White,VA,INST_05,Urban University E (Research),research,3.26,44,2000,Mathematics,STEM
S201800042,2018,1,F,0,White,NC,INST_04,Regional College D (Teaching),teaching,2.64,65,2000,Physics,STEM
